id,text,polarization,text_en
rus_a0a94a29b15f7c4da811ffd8c91f6983,@USER @USER ебать чурки крутые я хочу стать чуркой,0,@USER @USER fucking curls cool I want to be an asshole
rus_c7b524027880182a8ebef6a84f131658,Популизм  шовинизмд бас хязгаар байх ёстой. Трамп гуай covid19 пандемикаар паниктсандаа бантаж байгаа үйлдлүүд нь гайгүй бсан рейтингийг будаа болгож байгаа харагдахым. 11 сард бөндийх тийшээгээ болчив уу гэжж,0,"I'm gonna populate the chauvinism bass hazgaar byih ooh ooh ooh, Trump guai covid19 pandemikaar panictsandaa bantaj Baigaa yildle d n hayg o bsan budaa bodah bogaa haragdahi"
rus_5e07c1d9a375a1d752b24f7d4bdabe4a,@USER @USER @USER @USER Это турки на гербах,0,@USER @USER @USER @USER
rus_3b312e0a4ab03c5199645e5979c494bb,Патриархат это твой нос  а борьба с ним это борьба против природы.,0,The Patriarchate is your nose and fighting it is a struggle against nature.
rus_e7e58e14ef4e142eda434719b399c13b,@USER Многие в мире будут хотеть нахлобучить Китай после пандемии  расизм - хороший повод.,1,@USER Many people in the world will want to teach China racism after a pandemic is a good reason.
rus_1526084a492ca8a8d636663876464e1e,ох уж эти турки,0,"Oh, these Turks."
rus_26476c0c944768bb14f201e52977c629,Covid-19: мужчины в зоне повышенного риска,0,Covid-19: men at high risk
rus_570442e916e47ff15b145a73863f2309,Абсолютно правилно. Само тежко минирани полоси и ешелонирана отбрана помага срещу орките  особено когато се окаже  че орките са и янки  освен рашки.,0,"That's exactly right, the minirani of the stripes and the echeloniran is taken by the lipstick, and I'm gonna slice the orcita of a special Cogato . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . ."
rus_07d93ad21a20b52620031d091724fb07,Вышла погулять с собакой Проходила мимо сидящей на лавочке женщины  которая крикнула чтобы я больная сидела дома  а не по улицам шлялась в своей маске и людей заражала Сама она была конечно же без маски Excuse me?,0,"I went out for a walk with a dog and I walked by a woman sitting on a bench who screamed that I was a sick person sitting at home instead of walking around the streets wearing her mask and people were infecting Sam. She wasn't wearing the Excuse me mask, was she?"
rus_a58487c78338dd3f8f33456ab713458e,ребят вот у вас есть в городе пробы/тесты на вирус? вот у нас нет и по всему краю только в двух поликлиниках они делаются но до того города 420км ехать. ко всему прочему ни масок  ни антисептиков у нас в городе нет. закончились.осталось только мыло #ЛГБТ #трнс #COVID19,0,"You guys have a sample/test for the virus in the city? We don't have it all the way to two polyclinics, but it's done in 420 km before that city. We don't have any masks or anti-septics in the city. We're out of soap #LGBT #trns #COVID19."
rus_1b825df10c9db1a44026eb5e85854412,моё мышление до сих пор слишком расисткое  всё даже хуже чем в тесте на феминизм.,0,"My thinking is still too racist, it's worse than the feminism test."
rus_dfdefadc2329839687a05cc791184053,Секта вождей наняла тупых ботов   чтобы заболтать продажу масок в феврале за границу   а также скрыть то шо закрома государства пусты и нет просто никаких сбережений шо бы уйти на месяц на карантин ! Ну такой блядь просто ахуэнны план   шо аж сука смешно !,1,The chain of chiefs hired dumb bots to catch up on the sale of masks in February abroad and hide that show shut down the state is empty and there's no saving a show for a month for quarantine!
rus_2eae4df3f6f4842346372b727538db0b,а вообще  как эти товарищи относятся к тому  что евреи вообще-то тоже могут быть белыми?,0,And how do these comrades feel about the fact that Jews can actually be white?
rus_aebc624c7c71b8e1c37821e02ad74b94,В твиттере столько людей ноющих из-за карантина  но вы только подумайте о тех кто  несмотря на карантин  ебошит на работу Понимаю  что обесценивать чужие проблемы плохо  но просто подумайте о тех кто нахуй работает из-за начальства и подвергает себя и семью опасности,0,"There's a lot of people crying over quarantine on Twitter, but just think of those who, despite quarantine, are freaking out at work. I know it's bad to devalue other people's problems, but just think of those who fucking work for their superiors and put themselves and their family in danger."
rus_446c507af4619bfb051a075ff29909cf,@USER @USER А причём здесь турки? Не думаю что они против,0,@USER @USER What do the Turks have to do with this?
rus_1b9683f2e1cf3074a075135596d6b4f3,#БюроИКС Около 75% трудящихся в такси - мигранты. Традиционные места их компактного проживания  хостелы и общежития  являются источником коронавирусной инфекции.,0,#BuroICS About 75% of taxi workers are migrants.The traditional residences of their home and dormitories are a source of coronavirus infection.
rus_404f5f2493eecbbcc2354cb4c0a50bc4,Спроси. Странно с твоей стороны подвергать сомнению слова женщины  которая буквально плачет из-за того  что человек устроил скандал  поднял руку  а она из-за карантина не может толком свалить. Ночью. С детьми.,0,"It's weird of you to question the words of a woman who's literally crying because a man made a scandal with her hand up and she can't really leave because of quarantine, at night, with the kids."
rus_83ce28e828222333954d8b1deb323b44,Почему Европа военное положение не вводит в связи с рапространением вируса? Надеюсь наши власти немедленно введут в случае чего. Не дай Бог такой панике  как в Италии. - Коммерсантъ: Коронавирусу объявлен джихад.,1,Why does Europe not impose martial law in connection with the spread of the virus?
rus_05ea39cd891dff645ad1bb35d805fb26,Soy  профессиональные медные турки  у них толстое дно и такая форма  чтобы все оптимально и быстро заваривалось  считается топ за свои деньги  хотя вроде как ZH тоже стали хороши и дешевле,0,"Soy professional copper Turks have a thick bottom and a shape that makes everything optimal and quickly boiled is considered top for their money, although it's like ZH's become good and cheaper, too."
rus_306126b2cb92ea82a9c9eb62d0a7df49,@USER Думаю казахи попросят их вернуться назад  но уже под конвоем  Европа отказать не посмеет!,0,@USER I think the Kazakhs will ask them to go back but Europe won't dare refuse under the convoy!
rus_3a207c8e093c3a4f8c8187c1c1d8ee5e,Казахи  надежды на нашу власть нет  если придёт оккупанты рф  нам придётся самим защищаться,1,There's no hope in our power if the occupation of the Rhf comes and we have to defend ourselves.
rus_7b872c5a864cc14f22e5cbf07ea8d4b9,@USER Казахского мальчика  в трусиках и маечке  привязали к верблюду бандеро-казахи и потом напали на Казахстан,1,@USER Kazakh boy in his underwear and t-shirt was tied to a camel by a bandit and then attacked Kazakhstan
rus_81c1d2ae4e10d2e09a33a4926248338c,Когда вижу эти типа смешные видосики до и после карантина  где после девчуля как лохушка из помойки в прыщах и нечесаная  у меня появляется вопрос: а что  воду тоже на месяц отключили  да? Умыться и принимать душ религия карантинная не позволит?,0,"When I see these kind of funny Voids before and after quarantine where after a girl's like a ditch in a pimple and I wonder, what water's been cut off for a month, too, yeah? Wasting and taking a shower isn't gonna be quarantined?"
rus_9a4b9c57c1ee58b6a64d111e5b3536f9,Мусульмане Иваново о коронавирусе и правильном поведении.,0,Muslim Ivanovo about the coronavirus and good behavior.
rus_72ad3daebe604a0fffdd09eb9c69b68f,@USER ибо некуя лезть без очереди господа казахи! сперва по нашим делам а потом по вашим,0,@USER 'cause there's no way to get in line with the Lord Kazakhs first on our business and then on yours.
rus_8ebaf7dcb694fc9a0461e9645c3d04b2,Ибах тия жадни янки ибах...,0,"Ibach, you greedy Yankee Ibach..."
rus_ac1e25d52b54934924baf5a10055d7d9,@USER Турки схему вообще предлагают хорошую  можно чётко и красиво  но нет не доходит пока,0,@USER Turki Scheme at all offers good can be clear and beautiful but not yet
rus_ae4c167e059a790255b42b819b958b33,"Хотя отправляют...за бабки...скрыто...
Беларусы и казахи уже засветились.",0,Even though they're sending... for the money... it's hidden... the Belaruss and the Kazakhs are already on the line.
rus_e000a94ce5135e8ce607e0f348962717,меня вчера взбодрило дважды убежавшее кофе из турки. вот это прям нехувевый такой буст даёт с утра,0,I got cheered up last night by a two-year-old Turkish coffee runner. That's what a fucking fucking bass gives me in the morning.
rus_5b3e6655e329e489d8c29c88a36dc624,Больше всего я боюсь  что из-за потока трудовых мигрантов этой весной сюда занесут коронавирус. В Италии большое количество много заболевших в первые дни были мигранты из Ливии  Египта и др. В Киргизии все случаи заражения были связаны с паломничеством в Мекку и Медину,0,"I fear most of all that because of the flow of migrant workers, the coronavirus will be brought here this spring, and in Italy a large number of the sick in the early days were migrants from Libya, Egypt and others. In Kyrgyzstan, all the cases of infection were related to the pilgrimage to Mecca and Medina."
rus_9ec3c8079701c5bacbad7f3108b3b6d2,Кстати про насилие в семье и победу феминизма: даже в Германии оказывается ещё есть полно неадекватов  которые избивают жён. И почему-то неадекваты активировались во время пандемии. В Германии сейчас чрезвычайная ситуация  приюты для женщин переполнены:(,0,"Speaking of domestic violence and the victory of feminism: even in Germany, there are still a lot of unacquats that beat their wives, and for some reason, the unacquats were activated during the pandemic."
rus_15f4c220da40db667e80f39e542feab8,@USER Пусть сидит чмошник. Сектант  заявил что вируса нет  совсем конченный,0,@USER let her sit there.The sectant said the virus wasn't complete.
rus_83ee4f7eec7a9fab0b1f279dd1af83b7,@USER Иосиф Пригожин говорил  что в коронавирусе геи виноваты,1,@USER Joseph Prigojin said that the coronavirus is gay.
rus_51895aa154fa31909c2524a39dc2b41b,я так понимаю все беды типо коронавирус карантин у нас из-за этой женщины и КАК ВСЕГДА из-за саши принц,0,I understand all the troubles are like a coronavirus quarantine because of this woman and how everything is because of the sasha prince.
rus_a3aaba2fc2f7164309af6d3ebc10d546,Замечательно. Меньше будет феминизма и больше нормы. Феминизм и гендерная идеология хуже любого китайского вируса,1,It's gonna be less feminism and more normal. Feminism and gender ideology are worse than any Chinese virus.
rus_47831f5b613d60819df3b314edaae470,"наличие одного вида насилия мешает защищать жертв другого? может вы хоть раз не будете лезть со своим ""мужчины тоже"" и поможете обратить внимание на ярко-выраженную проблему? так  для разнообразия  в честь карантина и пиздеца из-за него. в фонд благотворительный задонатите не?",0,"If there's one kind of violence you can't protect the victims of the other, why don't you just for once stay away from your ""man"" and help me look at the bright-expressed problem, so for a change in honor of quarantine and fucking because of it. Don't you get messed up in a charity fund?"
rus_dc5367f4288c8ad3cbfbdb9831be49d9,Садись сперва только у хатовских   терпеть ещё и перешли на чужие твиты. Идите лучше обсирать Елю . Зачем так пугаете девушку та ? Эх   что этот карантин делает с людьми.,0,Why are you so scared of that girl?
rus_825a216aef69379e942abb63b1d7582b,да-да все азиаты так говорят  а потом по всей Европе карантины хуярят!,0,"Yeah, yeah, that's what all Asians say, and then across Europe, quarantine fucks!"
rus_79684eb9f616e4b69448fa3cd62d12be,Пздц соседи нажрались орут тут на улице ПОНАЕХАЛИ ТУТ НА КАРАНТИН БЛЭТ,0,Neighborhood's full of yells out here on the street of Ponajali Truck at Carantin Blatt.
rus_9acf332bde60bd2f02fec74ea38dc497,+542 умерших и -99 критических в Италии Теперь главное соперничество по абсолютным числам между Францией и Британией. Сегодня в последней умерло +938. Самый быстрый рост летальности и смертности в Бельгии - по ним она вышла на 3 место среди не_карликовых стран  обогнав Францию,0,"+542 dead and -99 critical in Italy now the main competition in absolute numbers between France and Britain. Today, the latter died +938."
rus_6e2d8ae86eb99fa5df66c694a911684a,Работники Пятёрочка хуже любого вируса. Все психи и дебилы идут туда работать. Самые адекватные   это мигранты работники с Азии   которые там работают от агентств. Нормальные люди туда не идут работать.,0,Five's employees are worse than any virus. All the lunatics and morons are going to work there. The most appropriate migrants are Asian workers who work there from agencies. Normal people don't go to work there.
rus_03f0bceed67d17313b928b9d2245a5c5,@USER Казахи говорят  что все это хуйня! Ничего не меняется и Токарев такое же говно  как и все эти ненасытные мрази!,0,@USER Kazahi says it's all bullshit and nothing changes and Tokarev is as shitty as all these insatiable bastards!
rus_798d86742cdb45f8a6cecf0174ed5ba6,@USER 70% смертности это мужчины  которые до пенсии в России не доживают.,0,@USER 70% of deaths are men who don't survive before retirement in Russia.
rus_685ca2123fb296b6b65b54907771ad7b,Какие же дебилы. В эпидемию понаехали.,0,"What an asshole, we're in an epidemic."
rus_193a7f9371c99f99e7519ca099b6a2e4,В официальную статистику оперативного штаба не попала информация о гибели 79-летней женщины в Москве  у которой выявили коронавирус. В сообщении штаба сказано  что «летальных исходов от коронавирусной инфекции не зарегистрировано». Мда.,0,The official statistics of the operational headquarters did not report the death of a 79-year-old woman in Moscow who was identified as a coronavirus.
rus_07740843a0400cfca18bab5c9cc7f772,каждый шизик теперь может собрать большую аудиторию таких же невежественных инфузорий и начать учить радикальному феминизму  развенчанию вирусов  сексу  коммунизму  тетахилингу Я ЗАКРЫВАЮ ИНТЕРНЕТ  ВСЁ,0,Every schizoid can now gather a large audience of the same ignorant information and start teaching radical feminism about debunking viruses to Tetahiling Communism. I'm closing the Internet.
rus_4782885e4f44b79c3b5f1656b05c5c77,кто такой карантин и почему из-за него мы должны сидеть дома?? ДЕВОЧКИ МЫ НИКОМУ НИЧЕГО НЕ ДОЛЖНЫ НЕ СЛУШАЙТЕ ЭТОГО УГНЕТАТЕЛЯ #феминизм,0,Who is quarantine and why do we have to stay at home?
rus_8f43811d80566f36f60834aa141bbd4d,в метро дохрена людей в масках  особенно азиаты выглядит конечно стремно,1,"On the subway, the masked people, especially the Asians, look like they're freaking out."
rus_8cd3d9a1cf4a0ab3e4eb19c93aa48504,@USER @USER Кыргызы. Соседи. Не казахи. Они просто не будут вмешиваться.,0,"@USER @USER Kyrgyz, Neighbors, not Kazakhs, they just won't interfere."
rus_1836019c051b0869868891b5c533264c,Я хуею просто  ну о каком гендерном равенстве можно с такими людьми говорить? Если им хоть в глаза ссы статистикой - что это ЖЕНЩИНЫ СТРАДАЮТ ОТ МУЖЧИН  а не наоборот  а они все равно ноют блядь «а вот однажды был случай один на миллион» сука,0,I'm just fucking talking about what kind of gender equality you can talk to people like that?
rus_0394930ccc9b36755b11102f8a3c0441,Врачи: маски не помогают здоровым. Все азиаты во всем мире:,0,Doctors: masks don't help the healthy. All Asians around the world:
rus_c1ff97bc49b4cbe4361431e31596150a,@USER Не  ну казахи красавчики  однозначно.,0,@USER Doesn't know Kazakhs are handsome.
rus_832606a7162769b3a98620fe126711a0,#coronavirus #лгбт #LGBTQuarantine шёл 16й день карантина  это синяк  который остался после ее укуса. ему уже 3 дня  он большой мальчик,0,#cronavirus #lbt #LGBTQuarantine was on the 16th day of quarantine this bruise that remained after her bite. He's been a big boy for 3 days.
rus_9f7b92ab2d5829c20aaae9ebebcdfdd8,Генерал ФСБ сообщил  что будет  когда мигранты выйдут с карантина в Москву » РФ-СМИ. Только свежие новости !:,0,"The FSB General announced that there would be migrants leaving the quarantine for Moscow. """
rus_aad173f36cc69cf17f34dfd99ea3e083,Ёб**тые на голову. Им всем надо лечится от вируса толерантность.,0,They all need treatment for the tolerance virus.
rus_8d7030e3ac04ad73376ae1cbd68ff1cd,Что за толерантность к беспечности людей на улицах  кидалову карантина на правах бизнес класса и депа ЖК?! Хватит баловаться. Раз нет должного медицинского обеспечения  хоть заприте людей по углам. Затушите это шутливо-пофигистичное отношение  чтоб не обернулось ужасом.,0,"What kind of tolerance for people's carelessness in the streets of a quarantine ditch is a class business and a D.O.C.?! Stop messing around, because there's no proper medical support to lock people up in the corners. Put out this hilarious and freaky attitude so it doesn't turn out to be awful."
rus_01903f004a561f83d83664b7ed3bd727,#тнрс #лгбт Примерно так я выгляжу 24/7 на карантине:,0,That's how I look 24/7 in quarantine:
rus_fa5ca9382009694ec115be2264f8dd30,Думаю  что жители использовали бюстгальтеры. Из каждого получается по две маски с фильтром типа поролон. Если у каждой женщины их по несколько  то можно обеспечить этой многоразовой защитой всё население. Опять женщины могут спасти Россию! И в горящую избу и covid-19 нахрен!!,0,"I think the people used bras, and each of them makes two masks with a filter like a polo, and if every woman has a few of them, they can provide this multiple protection to the entire population, and again, women can save Russia, and in the fucking heat and covid-19!"
rus_e7dc975339406348ee5a7bbe17d7bb7e,о я только что написала под новостью что МВФ на вирус денех дает и потому гидрант возглавил крестовый поход за деньгами(зачеркнуто) против вирусов! Бо без вирусов МВФ его послал уже не раз. Вирус шикарен-людей изолировать от протестов и денех для воровства себе наклянчить!,0,"Oh, I've just written on the news that the IMF is giving a denier virus, and that's why the hydrant led the crusade for money against viruses!"
rus_26600320fa8f915c71e6533ad192744b,Секта неверующих в COVID19  это основная масса из РФ  основная масса из отряда совкопитеков ватных  из сторонников конспирологических версий.,1,"The network of non-believers in COVID19 is the main mass of the Russian Federation, the bulk of a group of copipetetes of cotton from pro-conspirological versions."
rus_f8e1843c2c254c224435a1fc027aa0d2,Личный опыт женщины в данном вопросе не котируется. Это тоже самое  если я бы сказал  что женщинам достается легко  потому что им уступают. Я видел пару таких женщин  но это не является значимым для общей статистики  и строить аргументацию на личном непрофильном опыте - ошибка.,0,"The personal experience of a woman in this matter is not listed. It's the same thing if I say that women get easily because they give up. I've seen a couple of these women, but it's not relevant to general statistics, and it's a mistake to argue on personal non-film experience."
rus_8c208002f78a847f2c8aa67a9f4ae31e,Франция  иммигранты  толерантность и карантин. Всё  как они любят,0,France's immigrants are tolerant and quarantined.
rus_79c1af3b704d35ac8c7a7305dca794eb,@USER @USER Извиняюсь за душность  но янычары это воины(рабы?)-христиане  в составе османской армии,0,"@USER @USER apologise for the soul, but the Yanicaries are warriors (slaves?) - Christians in the Ottoman Army."
rus_4c3367e423a97cafec41bf3cc19fd4f6,Почему от короно мрет больше мужиков? Ответ прост: 28 марта на дворе  на улице в масках только женщины. Достаточно много. Ни одного мужика. Включая меня самого,0,"Why does the crown kill more men? The answer is, on March 28th, in the yard of a masked street, only women."
rus_68f96a9a6860ea520f785b6ef265502b,Ну адира с гектором прямо в Короне не могли взяться из ниоткуда значит они туда под влиянием магии целенаправленно пришли? Мб у квирина какая-то другая задача была в изначальном плане (а он должен был быть раз кэсс с зан тири шли целенаправленно за этим артефактом),0,"Well, the hector and hector in the Crown couldn't get out of nowhere, so they came there deliberately under the influence of magic?"
rus_911c18ea56757769860efed3137f8334,надо  чтобы ФЭС срочно расследовала смерть Янки,0,We need the FES to investigate Yankee's death urgently.
rus_5331302da6e550bbc70c2af3f453ae17,В поликлинике жены  на соседнем участке  у женщины 1941 г.р. по прилёту из ОАЭ диагностировали вирус. Госпитализировали в БСМП. Через 12 дней  сегодня  выписали. Здорова! И это человек 79-ти лет от роду!,0,"At the wife's health centre next door in 1941, a woman from the UAE was diagnosed with the virus, hospitalized in the BSMP, released 12 days later today, hello, and this is a 79-year-old man."
rus_853964d4f7b1778eebb634ef9cd2f5e5,В Киевской области результат ПЦР-исследования на коронавирус у умершего мужчины оказался ошибочным #новини #новости #news #Ukraine #Украина #Україна,0,"In Kiev, the results of the PCR study on the coronavirus in the deceased man proved to be wrong #news #news #news #Ukraine #Ukraine #Kreat"
rus_d066e6a0688d5c4eb25cc4c97ee64b46,#метропикет ушел на карантин и проводится из дома. семья — там  где любят  а не норма в конституции. #lovewins #lgbt #лгбт,0,#Metropicet has gone to quarantine and is run out of the house. Family is where they love the norm of the constitution. #Lovewins #lgbt #Llbt
rus_7b856fea2ac0168b5f4fe2da5a0dc780,@USER Опять в лидерах сверх держава! Откуда такая скорость распространения? Что они там все глупые  как убеждал Задорнов? Не соблюдают карантин? Американцы много путешествуют? Огромная китайская диаспора! Надо изучать и делать выводы пока не поздно!,0,@USER again in the top-power leadership! Why is the spread so fast? Why are they all silly like they convinced the Zadrons? Don't you follow quarantine? Americans travel a lot? Huge Chinese diaspora! You have to study and draw conclusions before it's too late!
rus_01967c60407a1b343d76246a407fc2a8,"1. Расизм пишется с одной ""с"" 2. Прежде чем признать эпидемию  китайцы отправили в тюрьму докторов  которые начали беспокоиться 3. Называть коммунистических идиотов  которые на этот раз устроили всемирный Чернобыль идиотами - это не расизм  а констатация факта",0,"1. Racism is written with one ""c"" 2: Before recognizing the epidemic, the Chinese sent doctors to prison who began to worry about 3."
rus_721e532b93ab6f67cdb42b2d99f96ccf,"Я вышла в аптеку  а мужчины по дороге прокричали мне: ""OKAY GOOGLE WHY CHINA EAT RATS"". Что я поняла за время нахождения в восточной Европе: - мир все еще принадлежит белым людям  - все толерантны до первой пандемии.",1,"I went out to the drugstore and the men on the way yelled at me, ""OKAY GOOGLE WHY CHINA EAT RATS."" What I realized from my time in Eastern Europe, the world still belongs to white people, everyone is tolerant until the first pandemic."
rus_f7aa5962feb19b8a8d4f9a3457d943a5,Был у этой женщины в ЧС. За ерунду ерундовскую. Мелочь мелочёвскую. Неожиданно разблочен. Думаю совсем не на долго. Теперь у неё пенсионеры должны себе шить маски из старых трусов. Известный тип людей? Думают что они остроумны. А просто ненавидят людей. И много ещё чего..,0,"She's had this woman in the C.S. for nothing, nonsense, small things, suddenly loose, I guess not at all for long, now she's got pensioners wearing old underwear masks, a famous type of people, thinking they're witty, just hating people, and a lot more."
rus_dd1805829cfa6ad8f443f3df30c5b607,Среди умерших от коронавируса мужчин на 6 % больше. Считаю ли я это сексизмом? Да!,1,"Of the men who died of the coronavirus, 6% more."
rus_2384f2db6acb0c38cf1a2c4b19f9abf1,Нравится в последнее время читать комменты в инсте на темы типа муж убил жену  или сохраняйте жены семьи во время карантина  там в комментах женщины едят мужчин) казахи. Неожиданно.,0,I like to read comments lately in the insta about a husband killing his wife or keeping his wife in quarantine there in women's comments eating men.
rus_95e84469bc9f47a0881ec73817d8df86,Толерантность - одна из форм безумия  которую на Западе возвели в ранг нормальности и навязали всему миру. Китайцы распространяются по миру стремительней любого вируса и эпидемии.,1,Tolerance is one of the forms of insanity that the West has elevated to normality and imposed on the entire world.
rus_2a9730b68dd533d69aa345ee1579501d,Коронавирус чинь сарьсан багваахай магваахай биш корон судар шатаж оюутнууд нь Чингис хааны хөрөгрүү сум харвасан  исламын шашинг өвчин гэж нэрлэснээс гарсан гэж байна. Та нар муусайн юмнууд юугаа мэддийн манай Босоогынхон тэгж байна за юу,0,The coronavirus of Sarassan Bagwaai Magwahai magwaai bash crown of the squash of Oyuutnud nghud nghugnis haana xh·r·r·rxum harwasan Shahing ~ ges narlesnaes garsan gej Baina. That nar muusein umnuud Yugaa Maddine mani Bosoogyong Taghong tagj Baina for Yuu
rus_4a934c1a70afc96afa3a95b05af781eb,захотел расширить квартиру  сломал стену  забрал пару комнат соседа  в своей тетрадке написал  что это теперь моё. сосед остался недоволен  решили это дело обговорить... с застройщиком (через посредников у мусульман  т. к. оба христиане)  он сказал: «да норм  пускай эта часть будет твоей  а […],0,"He wanted to expand the apartment and broke the wall and took a couple of the neighbor's rooms in his notebook and wrote that it was now mine. The neighbor was not happy to discuss the case... with the developer (through the middlemen of the Muslims of both Christians) he said: ""Let this part be yours."""
rus_0704854f5f5cf47208efd45da365e6fe,почему все женщины внезапно решили выйти замуж  думаю чисто ради фоток в масках у ЗАГСа,0,Why all the women suddenly decided to get married I think it's just for masked photos at the registry office.
rus_e0d29d32de7e6873391dd081bc8dcfbf,@USER какой там хрен  казахи  то чубатые с наглобритами тусовку замастырили  а казахами розбавили для порядку,0,"@USER, whatever the fucking Kazakhs, the slutty, slutty, slutty, slutty, smacked the party and made the kass fun of it for order."
rus_8267f17cbd017cc932bf31197d9e4e50,Я бы сказала если в Корее тебя увидят без маски особенно сейчас  то будут думать что ты поехавший на голову. Все азиаты сейчас поголовно в масках ходят,0,"I'd say if they saw you in Korea without a mask, especially now they're gonna think you went to your head, all Asians are wearing masks right now."
rus_b0cd4cc3b79c6392338cb434197cd4b6,С каждым днём все сложнее подавлять внутренний расизм  думая об истоках пандемии,0,Every day it's more and more difficult to suppress domestic racism by thinking about the origins of the pandemic.
rus_66c624de60cfce7b658cc6df2dc2effe,@USER @USER Казахи на пути к свету,0,@USER @USER Kazahi en route to light
rus_927c03e30d845a26a6c6f1e08c72fcc9,"мамлют конечно красавец. Закупить чужие аппараты для автоклава  налепить на них шильдики ""mamlyt"" и выдать за аппараты ИВЛ - это даже круче  чем чучело в родстере в открытом космосе.",0,Buying other people's autoclav machines to put mamlyt on them and sell them as I.V.L. machines is even cooler than a rodster in outer space.
rus_434e2d24438f1a45c91d662edfcdf03a,@USER вы должны дать нам низкую цену турки ваши друзья,0,@USER you must give us the low price of the Turk your friends
rus_88d828ddb1b76b1284de24cfb62b0b0d,У нас в Алматы даже мужчины - молодые и средних лет надели маски хотя еще несколько дней назад посмеивались и стеснялись. Старики похоже бессмертны.,0,"In Almaty, even young and middle-aged men wore masks even though a few days ago they were laughing and shy."
rus_97526de2603dc31e33a54316be528167,@USER @USER Турки они такие  хитрые и продуманные  но а почему бы и не поторгаваться с этими идиотами,1,@USER @USER Turki they're so clever and smart but why don't you go out with these idiots?
rus_fee81fec582d1a2ce5015ac8712f4239,Женщины  конечно  удивительный народ Отдельная вселенная В спокойное от эпидемий   инфляций  смертности населения воемя им не нужны брендовые трусы Как только начинается выше перечисленная история в стране женщины : -Лол  зато труханы за два косаря куплю,0,"Of course, women are an amazing people. A separate universe. In an epidemic-free war-death inflation, they don't need brandy underwear as soon as the above-mentioned story in the country of a woman begins."
rus_9ba6fd7e8eedb66b20ff0b40899dcc40,"Помните как фемки обливались слюнями от ""невероятного успеха"" в Финляндии? Там же правительство из сплошных блогерОК. Ну вот и первые результаты подъехали - обосрались на закупке масок. Ну как же покупали у бизнесменки  а баба она же не кинет - существо то по определению святое!",1,"Remember how the femmes drooled at ""unbelievable success"" in Finland?"
rus_c68b0b3181bafb1bdb4f3ed1089150ce,Просто обожаю людей. Пермский край закрывают на самоизоляцию - сидите дома и вы сохраните свою и чужие жизни. Но нет же  найдутся люди которые будут кричать о правах  что их нельзя закрывать  что хотят то и делают  никакие штрафы им не виданны  все не законно. Деградируем,0,"I just love people, the Perm's edge is closed to self-insulation, you sit at home and you save your lives and other people's lives, but there's no one who's gonna scream about rights that they can't shut down what they want, and they don't get any fines."
rus_b32ff8dd3b0e3535026497eb212c1943,Сами же его запустили китайцы правы обвиняя пиндосов и не зря Трамп упорно называет вирус китайским думает что отведёт таким образом вину от сша наивный мачо. Все уже поняли где собака порылась гы гы гы,1,"He's the one who's been run by the Chinese right-handedly accusing the pindos, and Trump's adamantly calling the virus Chinese thinks he's gonna take the blame for the naive macho."
rus_8c3118cd7d9119ca1ca4bf0edfdb7334,Мое литсо  когда люди в разгар пандемии спрашивают костюм  чтобы пойти в нем на прайд ))0)0))),0,My litso when people are in the middle of a pandemic asking for a suit to go to Pride )0)0)))
rus_343f274cc7ffcd9b0f18d93b07b23de8,С января  2020 находился в Софии  Болгария по служебному заданию. Так как миссия была новой  особо не вникал в новости о вирусе  но уже в конце февраля начал ощущать его эффекты на себе  тк для болгар все азиаты- китайцы  я ощущал взгляды  и тд. Были моменты когда проходящие,0,"Since January 2020, Bulgaria has been in Sofia on an official mission, as the mission has not been particularly sensitive to the news about the virus, but as early as the end of February, it began to feel its effects on the Bulgarian wetting of all Asian Chinese I felt the views, and so on."
rus_80d14d6b88174d7a8d6ff41bb7d62ce9,@USER Азиатов не трогать. Азиаты на свинью не похожи,0,@USER Asians don't touch. Asians don't look like pigs.
rus_b2704128a7edfd2416ea4f64573ee94e,@USER бриты и янки! вам с рук не сойдет эта развязанная война!!! ждите!,1,@USER Brits and Yankees! You won't get away with this war!!!!!
rus_d8aac64b84ca9bab132a37fbfc77fba0,"❗️ЕС обеспокоен: если США снимут санкции с России  давление на Москву ослабнет.

Госсекретарь США Марко Рубио выступает за новые ограничения.
Но его позиция может не совпадать с мнением Трампа.

Европе придётся адаптироваться к новой реальности!

#Санкции #ЕС #США #Россия #Трамп #G7 #Геополитика",0,"The EU is concerned that if the US removes sanctions from Russia, pressure on Moscow will weaken. US Secretary of State Marco Rubio advocates new restrictions. But his position may not match Trump's. Europe will have to adapt to the new reality. #EU sanctions #US #Russia #Trum #G7 #geopolitics"
rus_20025a970a355367b93d49a3af4cee66,"САД не извршиле државен удар во Украина  ниту ја создале украинската војска
#Армија #ВладимирПутин #војна #вооруженисили #кремљ #пропаганда #Русија 
vistinomer.mk/sad-ne-izvrs...",0,The SAD is not outcast by the blow to Ukraine by the Nita Aa who created the Ukrainian Scat in Aska #ArmiAa #Vladimir Pathin #vo Ana #armed #Cram #Propaganda #RussiaAa vistinomer.mk/sad-ne-izvrs...
