id,text,polarization,text_en
hin_8725a33ab982abda82bb60148939177b,इसको बुर्का पहना कर सड़कों पर घुमाया जाए और तब तक घुमाया जाए जब तक इसकी सांसे बंद ना हो जाए,1,This will be done on the street and execute it until it's stopped
hin_45290d10d0e459145185a31ed757d8f2,बुर्का पहनकर CRPF पर पेट्रोल बम फेंकने वाला आतंकवादी मोहम्मद रईस अहमद भट मारा गया। आतंकवादी बनने से पहले पत्रकार था रईस।,1,The terrorist launching fuel bomb on CRPF was hit by the GUF gun. The reporter was rich before he became a terrorist.
hin_ba67cd7362c27c1e2338ae898562d731,जब तक हिन्दू कायरता का बुर्का पहनकर किसी और से न्याय की आस लगाता रहेगा तब तक वो काटा जाता रहेगा,1,"As long as Hinduism is plagued by nationalism, looks for justice from someone else, he will be cut off."
hin_28ea30ea7cbb09cd24890705c58c12d2,तुम्हारी बस की नहीं ये बंद कराना तुम जलते रहो हम अपने धर्म के हिसाब से चलेंगे पर बुर्का नहीं चलेगा,1,"""This is not your business, so keep out of it. We shall act according to our religion, and we shall not be wronged."
hin_808360d7a16c1cb9ae280b463932a324,"अरे बाबा! पहले तो रामलीला मैदान से सलवार पहन के भागे थे। ऐसा ना हो अब देश से ""बुर्का"" पहन के भागना पड़े। #BoycottPatanjali",1,"Obama! The first had to run away from Ramlila balve, so let's not fall out of the country and run away from the country. #BoycoPatur"
hin_79a361934f0d01c2b4f5bf144230cd78,"श्रीलंका मे 2021 मे बुर्का भी बैन हुआ मदरसे भी बंद किए, 🤣👇🤣👇🤣 फिर श्रीलंका का दिवाला निकल गया, ये संदेश अंधभक्तो तक जाना चाहिए!",1,"Even in some 2021 B.C.E., Burundi became the center of Sri Lanka, where the message should be taken to superstitions!"
hin_9f61e19542a00fcf5e6fce6c79bec1bf,"बुर्का भी केवल लाचार मुस्लिम औरतो के लिए है दम है तो तैमूर की अम्मी, शाहरुख की बेटी, जावेद की पत्नी को पहनाकर दिखाओ।",1,"Burundi is also the only vulnerable Muslim and Toto do it, so take the mother of Zambor, the daughter of Zavebor, the daughter of Zawedda's wife."
hin_eb9d82e7e4bdcbb82ddb8c09356bcfd0,"कर्नाटक सरकारी 2 स्कूल मे छत्राओं ने नमाज पढ़ी , आ गए अपने असली रंग मे,बुर्का बहाना है । मस्जिद मे क्यो नही पढ़ती ,डर लगता है ?",1,"Karnataka, in government school at 2 school, is a real color, observatory. Why doesn't he read it?"
hin_53c4d9ed2a1ad6270c51f447d708c21c,"इतिहास हम अपने जीवन का लिखते है और बुर्का, हलाला और तीन तलाक कभी भी हमारे समाज या संस्कृति का हिस्सा था ही नही....",1,"History we write our lives and the evil, the lawful, and the three divorce were never part of our society or culture...."
hin_0d3caf85db844ffea4caa57a1de40e87,"हम तो अपनी पूरी गाड़ी को बुर्का बोले तो काले चिपकू शीसे पर लगा देते थे कि कोई हमारी वाली को देख न ले,",1,"And we would have put our whole car on the black neck, so that no one would see our face;"
hin_93bfc6b1147979d85ec88e3a7ffa697f,अब ये रंडी बुर्का क्यू पहनी है ? पहले तो सेकुलर बनी फिर रही होगी बहुत अच्छा हुआ इसके साथ अल्लाह पाक और इसे ज़लील करे।,1,"Now that he is clothed with slander? Then indeed, it would have been better for him and Allah would purify him and humiliate him."
hin_196a578023ac0d70c3361d811481a980,23000 करोड़ का घोटाला। मगर आप चुप और देश की जनता को हिजाब बुर्का में व्यस्त रखने वाला मीडिया चुप। आँप ब्यान से खुश रहिये,0,23000 million p.m. but you keep silent and busy in the public state of the country. Please be pleased with the media.
hin_e9f9d1309f623db0848e61af20135490,"""सड़कों पर बुर्का पहनकर चलने वाली ये महिलाएं भारत में सबसे भयानक दृश्यों में से एक हैं जो आप भारत में देख सकते है।"" ~ डॉ भीमराव आंबेडकर",1,"""These women who walk ill on the bones are one of the most terrible scenes in India that you can see in India."" - Dr."
hin_cc0a61aa6d8b62fa3ac5ce7fdf5e0d44,सांड़ जिहाद,1,The bull fight.
hin_b0dce72dd68c7484091acab8ec7dd2f5,लव जिहाद #TheKeralaStory,1,Love Fight #
hin_2d28b088669ec69019cb2cf1153abb6b,लव जिहाद😀😀😀,1,A Loved Fight for shall soon come to an end.
hin_ea9f4dcfa93948e5441cbadf2e95ba39,जमीन जिहाद है ये और हिन्दुस्तान में जिहाद मंजूर नहीं। #वक्फबोर्डबैनकरो,1,The ground is a fight and I don't want to fight. #KKboard banker.
hin_b02dcde34ab2896693457e1c43df4459,"जिहाद सिर्फ कुरान में ही नहीं है, गीता में भी जिहाद है, जीसस में भी जिहाद है - कांग्रेस नेता शिवराज पाटिल",1,"To fight is not just in the Qur'an, the song also has to struggle in Jesus - Congress leader Xavill"
hin_6ad08d16ed5d95f6846d6c64e1c627a5,अंतिम संस्कार जिहाद,1,The Last Conspiracy Afflicted
hin_4f94d951bdd8804bf2ad7e527f3ce47b,जिहाद के पक्षधर,0,Where to Stand for the Battle
hin_7c3cb4671fccca670adf871aa8cea392,"प्यार नही,जिहाद",1,"No love, come on."
hin_07df553f70a846eca3b7b3080abea556,"जबतक देवबंद की जिहाद की फैक्ट्री नहीं ख़त्म होगी, तबतक जिहाद चलता रहेगा..",1,Fight will continue until the fight is gone.
hin_66ff0bc7f4331541cd24fa749956622e,"Very simple, नामर्दी जिहाद",1,"Verhaphant, Named War"
hin_8afc231e5df098c128ca71f9028494bf,इसको कौनसा जिहाद केहेगें,0,What's her fight?
hin_d9a3e4e3a2e31e08286c28e0453938dd,जिहाद चरम पर है,1,The Battle Is Extreme
hin_6fd03ea99b1ef99929cef975bb2c41a4,नौकरी जिहाद है,1,A Job With a Hard Work
hin_0f576571e6b7eb76d60040bd4a518b62,कुफ्फर ला एतबार जिहाद जिहाद करते रहते है सारे कुफ्फार इन्हे जिहाद का सही मतलब नही मालूम लेकिन कर भी क्या सकते है,1,"Zörfer Lily fight for the truth. Not all of those who deny the truth know the meaning of fighting, but what can they do?"
hin_fddec93de4a238d2018a4a5c750bb928,लव जिहाद की पहचान,1,An Identifying of Love's Fight
hin_912bdbb1f497913fb70011daed87113c,जिहाद की पैदाइश दल्ला😜,1,"In the wake of World War II, there was an increase in the number of Jehovah's Witnesses."
hin_fa49336464c743cea7e869c13eec42a4,चुस्लिम जिहाद में सबसे निचे,1,The bottom in the Chichimy fight
hin_b6a83f517cf190318bdc3b83cbc172e5,कैसा जिहाद भाई साहब,0,What a fight brother sir!
hin_3e889deaefd8e367980412eb360a02b0,जय श्रीराम 🙏 जिहाद हराम,1,Jay Mr. Derram was forbidden to wage war
hin_5c851d95e61d1b870e73245ff57d1579,चल तो जिहाद ही रहा है,1,striving hard (against Allah)
hin_d193e29f7e29bf54c58b43ef2f6093d5,जिहाद करके aao ऑस्ट्रेलिया में,1,To fight and to fight in Australia
hin_3ba5a69163ccdf6cf42c81ac0b060715,क्युकी ये एक जिहाद है,1,It's a struggle.
hin_bc4dd5583134e3d363c709835e34ad04,लगे रहो जिहाद में।,1,Fight for it.
hin_b3ed1d97a60123f8381a05d6c17cd305,जिहाद जो करना है...कैसे सोएगी!!,1,What to do is... how to sleep!
hin_465410db59ef93062e6525185d3cc8ef,#ArrestZubair कट्टर इस्लामिक जिहाद की पैदाइश।,1,#ArretZubair was born of Dysikin.
hin_b2b9a92dc60d252d7bba69ad2691721d,लव + जिहाद = 35 टुकड़े #lovejihaad #श्रद्धा_मर्डर_केस,1,Love + strive = 35 pieces #lghad #Crad_Kr_Kr_Kores
hin_c215b89d4a31272f83a34c679e19774b,ये को हर चीज में जिहाद को जोड़ देते हैं आखिर जानते क्या है जिहाद के बारे में?,0,They add to the struggle in everything but know what about fighting?
hin_b1c1e855f641e413754bd0ee7c023e9d,जिहादी हैं तो जिहाद ही करेंगे,1,"For those who strive hard, but they will not fight except for the sake of Allah."
hin_ba1c6145941d26859d69e41d8e2ff1c9,गीता में जिहाद लिखा है । -कांग्रेस,1,The fight is written in Gaa. - Galis.
hin_aa9e2ffe719cd9844ba2c82cabcd56ec,जिहाद का इलाज जरूरी है,1,To fight is a necessary cure.
hin_f228241ac6c9cdc5ad38c488b4e277ff,कांग्रेस ही इस्लामिक जिहाद की जड है,1,Congress is the Muslim fight.
hin_f8bc27c1f605b28f50e6db91717d77ff,जाहिद ने अम्मी को जिहाद में घसीट लिया,1,Zaboro dragged Maoka into the fight
hin_fb15a990181325acfbd75858b12aaebb,जिहाद = धर्मयुद्ध यही होता न पालतू पिल्लू,1,It would be that the arena wouldn't have been the pet puppy.
hin_6a987b0c95400cf2977922eeeff38ccb,"हलाला, तीन तलाक, अराजकता, जिहाद और आतंकवाद 😡😡",1,"Valid, three divorces, lawlessness, warfare, and terrorism"
hin_66fa20089271e63232799a06201cd7e0,अब इन आतंवादीयो🚩को असली जिहाद देखना ही पड़ेगा,1,Now these anti-istinomoko must see the real struggle.
hin_abe519016e3439d2f5c78c4a8014c55d,तब कौनो फसेगी नहीं ना लव जिहाद में!,1,Who then will not die! Not at all!
hin_82cde7934237dd98f6279dffb21dc2bc,थूक भी दिया तो क्या हो गया वैसे भी हर जगह थूक जिहाद हि तो चल रहा है वाही फूक जिहाद 😎,1,"Even if he spits, it's really going to fly everywhere, and it's still standing."
hin_d9da69c558126934b576f2eef51712b3,तो क्या ये लव जिहाद नही है चाचा,1,"So isn't it the love you've ever had, uncle?"
hin_b9ebd998bfe0d213050da86bffe0ba07,कुत्तों के जिहाद की फ्री पब्लिसिटी न करे,1,Don't let dogs fight free blocity
hin_ca7b62805dc459b8af1cd7c1c0cf0e5d,जिहाद के लिये बुलेट और बुलट चाहिए ही,1,That's what the bullet and the bull should do for the fight.
hin_271b6f857148d592b87ac1f441e9f0ea,"#PFI पर #Ban लगाओ, भारत को जिहाद मुक्त कराओ ! #BanPFI",1,"#PFI, leave India free! #BanPFI"
hin_270015453024ce19bfae417bae10c2d0,लव जिहाद के विरोध में कानून चाहिये,1,Law required against Love's Fight
hin_6ce5dd859e0fc62b6b1cf20558a868ce,राशिद खान ने रन मारे और उमरान मालिक ने विकेट लिए. गेंडा अब कन्फ्यूज हो गया कि ये बैटिंग जिहाद है या बॉलिंग जिहाद.,1,Mand Khan hit the run and the alien owner took the tour. Nidda now has a chance to fight the incident or fight balling.
hin_3736e745ba834076f42fd12227e79bf7,"लव जिहाद पर सरकार को भी सख्त से सख्त कानून बनाना चाहिए,,ताकि किसी मे लव जिहाद करने की हिम्मत न हो.Yes/No",1,"The love struggle should also make law strong, so that no one dares to fight Love."
hin_4628f8056eecb3fe0b42df1843304c85,लव जिहाद का कोई कानून जल्द बन चाहिए जो in जिहाद कै चुंगुल सै बचा सको सूवर कै बचई कभी नहीं सच्चा,1,Love should be a law of action that can save the battle for the Culcul Years Sever Has Never Been True
hin_a300c866850479561acbdc63642236f9,कट्टर ईमानदार अर्थात ईमानदारी के खिलाफ जिहाद करने वाला। 😂🤣,0,"Unsurely honest, honest, struggling against honesty."
hin_9049d37e9c2f295115e06d10890b5106,गलत इंतज़ार तो होता है लेकिन जिहाद करने का,1,We're waiting for something wrong but to fight
hin_0851754545430e58e3a7cf4e5e2965d8,पाकिस्तानी यूट्यूब पर कश्मीर फ़ाइल को लेकर भूक जिहाद शुरू,1,Pakistani struggling with the ill-cranscing file on YouTube
hin_71b241471d497c8eab9cf2d0b59a3426,असली समस्या इस्लामिक जिहाद और उस को संरक्षण देने वाली सरकारें।,1,The real problem Muslim struggle and governments protecting it.
hin_8033711e0d73fabc3fc7f9e9ae981b4e,लव जिहाद को छुपाने की कोशिश की जा रही 😂,1,Trying to hide the Love Fight
hin_4e94391146dbc5d7b9e5d5fe820de546,हम लव जिहाद वाले कैस में कंडोम यूज़ नहीं करते😬,1,We don't give conjugations in the Loved fighter.
hin_2eb5232a7475640bc4265a1ff2538fd5,ये कौन सा जिहाद है यादवजी या घर वापसी बोलोगे ?,0,What is this fight you're gonna talk to missjji or return home?
hin_5dc9e2c91c675c353330a7f2d16e4d4b,जिहाद नहीं पढ़ाई हिजाब नहीं किताब ये है असली आज़ादी #NoHijab,1,Not fight. Not a university book. It's real freedom #B
hin_8671481c5d5b6b8747d97553a14f76be,तू जिहाद कब सुरु कर रहा है है,0,When Do You Walve to Fight?
hin_c2cb6d8548e20546ad04a9b7a9746894,फिर लव जिहाद का रण्डी रोना क्यू रोते ho,1,"Then, as for Love, they will cry aloud for help,"
hin_99147acce27ed089394acab2b1c66f5a,जिहादी जिहाद नही छोड़ेगा__ ये तो $traightagic है सॉफ्ट कॉर्नर रखना,1,Don't give up struggling.
hin_f329fe5113501d348684f7057b41166a,"DM में भी love जिहाद,क्योरे जिहादी ❤️डिया",1,"Love also fought in DM, Slovenian Wardia"
hin_3f535b74a76187bbdc59c5f013e9f782,ये वहां लव जिहाद को फैलाने आते हैं सुअर कहीं के,1,They come there to spread the love for the pig somewhere.
hin_c63d6cdb88a72103d80da65ad2ead6db,"उसने लव किया था , उसने जिहाद परिणाम , लव के 35 टुकड़े 😔",1,"He Loved, he struggled with the results, 35 pieces of Love."
hin_7afb5c71353761b978827c99634dbcc2,लड़का उर्दू नाम होगा तो लव जिहाद.. दो भारत: कबीर दास,1,Boy will be known as Udu to fight for Love. Two India: When was the last one?
hin_4219aed14bd6b3f6040aebb69b3ab9c9,ये देश के साथ जमीन जिहाद खेला और कब तक चलेगा भाइयों।,1,"He fought ground with the country, and until how long he would go."
hin_2c539534d9ea90a94d64e75a94edc178,अबे जहर के कीड़े उत्तराखंड में अंकिता को मारा गया बीजेपी नेता का कौन सा जिहाद कर रहा था। हत्या को हत्या बोल या सबको जिहाद बोल।,1,"What fight was there about the bandman who was killed by the worm of the poison in the north, trying to kill and fight every one?"
hin_d01197624e290f960fb9236033e61756,"अभि देश परेशान हैं सर पर से जूदा,लव जिहाद से।",1,"More countries are upset over sir, with Judda, War."
hin_de2e75337931a7f92a99ba25ddd5f60c,"यही कि उसने Rescue Jihaad किया है, जान बचाओ जिहाद",0,"That he's led back to Rsue Jahhade, save lives."
hin_4ad907f57cc315e2dce08fdac5b770b8,जिहाद नहीं पढ़ाई हिजाब नहीं किताब ये है असली आज़ादी #NoHijab #Hijab #HijabControversy,1,Do not engage in higher education. It's the actual right book #AHHJAb #Hallbob #Hallbsoctury
hin_95a3d2073305555dbfa7c5b822d0424e,ये तो शायरी जिहाद है कुछ कविता कहिये डिमोशन मंत्री जी।।,1,"For it is a poet's struggle, and some say, 'A certain poet is a servant of God.'"
hin_12323df08c2ae803d0bc829e3409c329,जिहाद नहीं पढ़ाई हिजाब नहीं किताब ये है असली आज़ादी हाई कोर्ट। #NoHijab,1,Don't fight. I don't have a book called True Freedom High Court. #NoHjab
hin_eaaf6a3c54ef5daddf898732cfc2d3ba,जिहाद कंट्रोल बोर्ड के चमचा को उखाड़ फेंकना है तू तू तू तुतुईया,1,You must root out the stick of the control board.
hin_597e07ed13c55c7a2d4cbe82dc1789db,ऐसे कैसे दादा वो तो किताब में जिहाद जायज लिखा है 🙄,1,How so? It's written in the book.
hin_e996dbeced58216322a71a82b83795a8,जय श्री राम जहाँ गलत है सब तोड़ो जमीन जिहाद से बचो,1,Jay Mr. Ram where's wrong avoid fighting the ground.
hin_de5a1b2561ed0a007fddfcc6f2c3ffa4,रूबिका जिहाद करने नहीं गई है श्रद्धा के साथ गई है मंदिर में ।,1,Rawala has not come to fight with reverence at the temple.
hin_65da0526a848fa7d586101d0681565c6,"पहली बार मोदी जी ने जिहाद शब्द का प्रयोग किया , उसके लिए धन्यवाद",0,"For the first time Modi Ged used the Greek word for conflict, thank you for it."
hin_37f3fd1048b178dfce406246c10cf1d4,लव जिहाद में आदमी औरत कितने जुठ बोल सकते है ये उदाहरण हूं,1,This is an example of how a man can say how easy a woman can say in the pursuit of love
hin_89e66e87125097f2364c4cf63e34477b,. भगवा में संस्कार होता है भगवा में संस्कार होता जिहाद नहीं,1,. . . . . . . . .
hin_bec4e3f98a1d32a0622a48e79ff28147,और जो लव जिहाद के साथ जीवन गुज़ार रही उसकी सूची दूं क्या,1,And what shall I list who lives with a hard striving?
hin_a08c8378abaf3d84ac04301e160e8515,ऐ पीर फकीर नहीं केवल मिटृटी डालकर लैंड जिहाद के अन्तर्गत कब्ज़ा है,1,"O Porion, not only stands out for theland fight but is the highest part of the country."
hin_b53a424b188709f460409d626d31aea0,चुटिया जिहाद है ये ब्रो सो जा वर्ना भक्तो से गाली खायेगा,1,Jumpa's fight is it's hard to get so heavy that it's going to eat up to worship and worship.
hin_971a18f7d7781e90c3556b13ad3aed11,जरुर कट लैंड होगा भाई हर जगह पर ऐ लोग जिहाद करते हैं और अधिक संख्या में पूल के ऊपर जा कर कही उसको छोड़ने का जिहाद तों नही की हो,1,The brothers will need to be cut down everywhere. People fight over the pool and do not have to fight to leave it.
hin_52911600b6cbc7c1164abba39d8adbe1,सही कहा जब खबर ही बाहर नही होगी तो जिहादी जिहाद आराम से करेंगे!,1,"Well, when the news is not out, the struggle is easy!"
hin_1dfbe2b21f32a65f6502ad68a754ea55,कलमा जिहाद द पता है लेकिन देश कब आजाद हुआ ही नहीं पता,1,Words fight but don't know when the country was conquered today
hin_cce03a87378ac17c50ece9d6b44466d8,चलो अच्छा मान भी लो की ये भगवा जिहाद है,1,"Come on, let's have a good answer. This is a struggle."
hin_5c41296c2aa0564bd22207c6456e900a,लव जिहाद के चक्कर में फंसकर हिंदू बहने अपना जीवन तबाह कर रही है,1,"In an effort to win the pursuit of Love, the Hindu rush is wasting its life"
hin_727d65cd5650d20cb1976a9a8d030998,ये लिव इन रिलेशनशिप और जिहाद है क्या चीज ?? विस्तार में कौन कौन बताना चाहेगा ?,1,Who wants to tell the camera in detail?
hin_f400f06efca8448dcadd360cf2bc554c,लव जिहाद कर रहा था ये अभिषेक नाम की id बनाया था,1,Love was struggling with an anointing name.
hin_fee2a1a8e247c1d5f5252f34affb53dd,"बिल्डिंग से गिरकर मरी थी, तब लव जिहाद में सूटकेस वाला प्रचलन नहीं था 😢",1,"A disaster hit the building, so Love wasn't in the suitcases in the fight."
hin_25f030ab0bd81fe1d455ff068c62d199,"उत्तराखंड लव जिहाद कानून बनेगा और सख्त, 10 साल की सजा का होगा प्रावधान #भाजपा_ही_भरोसा",0,"The north-transgression will become a battle law and a severe, 10 year-old sentence."
hin_319abb5db04d4d9b9fdfb39b4a39cf59,जिहाद का शिकार बनता है बाप मां की कमी से संस्कार की कमी है,1,Children are deprived of parental absence
hin_ecf1326005444aba9a97503c15cabd66,उनका पूरा परिवार दुबारा जिहाद का शिकार हो गया सिर्फ एक भाई को छोड़कर।☹️,1,"Their whole family again fell victim to battle, except for one brother."
hin_dfbc6dfc3f84b794c1479d6d48776005,"च्याबो मध्ये दम असेल तर एकदा लव्ह जिहाद, हीजाब, ट्रिपल तलाक, हलाला ह्याबद्दल बोलून दाखव...",1,"Cheabo Central Arad Arad Arada won a Lajah, Zizb, Bingal divorce, lawful Hilgat Bolchwick..."
hin_da3a916515d76f31f5bfede238d17ead,जिहाद हिंदुओ को खत्म करने कि साजिष है जयचंदी नही समझ रहे अब भी,1,The struggle to end the yoke is still unaccustomable
hin_1caf910aac7388d256ea7ef217c844fa,"राजस्थान और इस्लामिक जिहाद ,राजस्थान की वर्तमान सरकार इस माडल की तैयारी कर.रही है #antihindugehlot",1,"Rajasthan and Islamic conflict, the present government of the government in the place is preparing the Model."
hin_8983adbca80f1c549260129cdca8e295,"लव एक"" जिहाद ""है. हिन्दू बच्चियाँ ही इन जिहादियों के निशाने पर होती हैं.",1,"Love is a ""war."" Hindu girls are just on the target of these fighters."
hin_a28af2db9da316617a58572655bd9b62,आफताब का धर्म न बताने भी वाले लव- जिहाद का समर्थन करने वाले हैं।,1,The sun's religion is also going to support the Love- war that doesn't exist.
hin_d868b678075d33f48bdab9dd74ce171b,"यक़ीन महकम, अमल पैहम, मोहब्बत फ़ातेह आलम, जिहाद जिंदगानी की यही होती हैँ शमशीरें इक़बाल",0,"It's a feeling, a sense of humor, a second, love, a fight."
hin_aab1ee567fa8ee230d7e0efa5b862444,ये हर तरह से जिहाद करेंगे। जल्दी ही भाईजान को बेल भी मिल जायेगी।,1,"They'll fight in every way, and they'll get brother John the Bel soon."
hin_062c8b47901dbee2a408f75dadea6e8d,लव जिहाद में मरती हिंदू बेटियां और चिकन तंदूरी खाता हिंदू अगली बच्ची किसकी ???????? #JusticeForAnkita,1,What do the Hindu women and the chicken oven account for the next child? #P.P.A.A.A.
hin_45dbb8c01bf0fbbc0af037e2fea2d1e3,समय रहते बॉलीवुड को खत्म कर दो आधा जिहाद ऐसे ही खत्म हो जाएगा!,1,"In time, it will end a half of a struggle!"
hin_e854ac5d5a510a83176976faa474364e,"अच्छा हुआ इसका नाम Parvez नहीं है, वर्ना तुम तो इसे jamanat जिहाद बता देती.. 😁😁😁😁",1,"That doesn't name the Paravez, or you tell him to fightjamanat."
hin_b4fefc132d7aa0533b8a864f59a27c04,हिंदू लड़कियों बोलो लव जिहाद का शिकार होने वाली तुम लोग में अगला नंबर किसका है?,1,Speak Hindu girls love to fight the next number of you who are victims of battle?
hin_ac4efcc1a1746c87b88b15d9cbe5cf53,चलो । कम से कम गला तो नहीं काटा । लव जिहाद के लिए खुद जिम्मेदार ।,1,Come on. Do not cut your throat.
hin_76f21dffead2389ff79af0ef1459be6f,#Justice_For_Dr_Archana ये भी एक जिहाद है देश के प्रबुद्व नागरिकों के खिलाफ जो बंद होना चाहिए ।,1,"#Pys_For_Dr_Arvena, this too is a struggle against foreign citizens who should be closed."
hin_18703ec9b9150781ccab5dac416a407d,"हिंदू पैसा कमाने मे व्यस्त घर की बेटियां कैफे और बगीचो मे व्यस्त...🧐🧐🧐 ""परिणाम लव जिहाद""",1,"The daughters of the busy home in CFFF and bugpoint in developing Hindu money... busy ""Grench Love"""
hin_6432f78c0a1adef02d2de5a76aed730c,तब तो यह कोटा राशन जिहाद हुआ... 😜 😂 एक गाँव तो इन्होंने ही बसा दिया है...,1,So this quota was fought... and a village was built...
hin_731ed22351deced9bf6da2cc576b6a82,भईया पूरे हिंदुस्तान को कुछ दिनों से अस्थिर करने वाले जिहाद का कोई इलाज है ?,1,Is there any cure for the fight that has been unstable for a few days?
hin_639c2cf31ef448ea081613ad844a2403,गली गली मे गाय काटेंगे.. लव जिहाद फिर से सुरु करेंगे माफिया अपना हुकूमत चलाएंगे,1,We're gonna cut a cow in the street. Love will fight again.
hin_65f95762fa505c29bb3d138e0e3c926b,मजहब ही सिखाता है आपस में बैर रखना। मजहब ही सिखाता है लव जिहाद करवाना।,1,It's the right thing to teach you to hate one another. It's the right thing to teach you how to fight.
hin_09cc785baf4624fbd2d82e74c15a1d4a,#जागरणजनमत क्या गीता में जिहाद को लेकर शिवराज पाटिल के बयान से कांग्रेस की मुश्किलें बढ़ेंगी?,0,# Will the story of Shivar von Gorilla increase Congress's difficulties for the fight?
hin_f76443b1bec8aadbc08a3395ac1cca13,कावड़ियों के एक्सीडेंट कही जिहाद का हिस्सा तो नहीं पुलिस को इसकी भी जांच अवश्य करनी चाहिए!,1,"The police must examine this too, not a part of the contests!"
hin_06884ecb98f0586fe6d93ebc4bc64ab7,हनुमान जी हैं इसलिए सहायता कर रहे हैं अल्लाह होते तो पथराव और जिहाद ही करते,1,"Hanuman. So they help (the poor), for lo! Allah (Himself) is ever helping stone and fight."
hin_8368d5364a519cf51403b2e42953f960,जिहाद और आतंकी मानसिकता छोड़ दे तो भारत जैसा कोई खुश हाल देश दूसरा nhi होगा ।,1,"After the war and panic disappear, a happy country, such as India, will be another nude."
hin_edb85c5cf5d12c4bae537fa0a5b47d59,दिल्ली को बर्बाद कर के पंजाब को बर्बाद kane चला ये एक जिहाद है बच के रहना,1,It's a fight to survive the destruction of the five-b of Delhi
hin_0732aad4acdb533844e3887e5e026609,उसका कारण तुम जैसे जिहादी ही थे कोरोना में भी जिहाद करने के चक्कर में थे,1,"His reason for striving, like you, was to strive hard in Verona."
hin_693af06ad34b0416173ef9f6bb7e67a7,विश्व गुरु बनना है तो समय रहते बॉलीवुड को खत्म कर दो आधा जिहाद ऐसे ही खत्म हो जाएगा!?,1,"If there's to be a world teacher, that'll be half the struggle to end Bhudiwood?"
hin_33cb84f5d3b541564d331d471a848061,"और जो सिख कनवर्ट हुए होंगे वो ही खालिस्तानी बन गए,,, जिहाद का बीज बो दिया उनमे!!",1,"And those who would learn would become Witnesses, as it were, the seeds of the fighting we planted in them!"
hin_12b69482edb9a3f197f7585d6deca14c,"हिंसा - मौपाला, बंगाल, नौआखली, बटवारा, औरंगजेब नफरत - सुफिज्म के नाम पर फरेब धोखा छल - हलाल, जिहाद, कट्टरता",1,"Violence - hypothetical, hypothetical, hypothetical, hypothetical hatred, and so forth - deceptively at the name of bureaucracy, strife, hypnotism"
hin_1bbdd71de79976b8362edcd57fc16dbd,"विश्वास रखो , लव जिहाद की शिकार की तरह सूटकेस में मिलेगी किसी कोने कचरे में।",1,"Trust me, like the victim of Love's battle, in any corner trash."
hin_e9c95647ed29f66371260568f317fd33,#swedenriots In India Muslim riots happening without kuran buring. कोई जिहाद करेगा यो उसके हाथ काट देने चाहिए,1,# Gudenstrits in India
hin_ffc1d9a39fb3bfa2677726ea5d6e7476,"इसे भारत शब्द से ही नफरत है। जिहाद के अनुसार, विश्व को इस्लाम ग्रहण कराना है।",1,"It's really hated by India. According to the fight, the world has to be Muslim."
hin_b8012191bc43b75d7ef1786c2a953410,गुजरात में लैंड जिहाद के खिलाफ हल्ला बोल👊 अब तक 30 से ज़्यादा मज़ारें तोड़ मैदान बना चुकी पुलिस |,1,A riot against land fighting in the north of the country has been made more than 30 miles [30 km] away by police in the United States
hin_0ddbc63db51eef7791cda5a9feb21dc7,सोच है ये तुम्हारी हर कोई भगवान को याद करता है तुम्हें जिहाद पसंद है तो क्या करे,1,Imagine what he likes you to do if you remember God.
hin_32b06df1601b51fb0bc401a9f81df397,"बांग्लादेश से यहां तक आ गया जिहाद करने, अब पुलिस के आगे ""ओ मागो"" याद आ रही हैं!😂",1,"To fight from Bangladesh, now ""Oo-goog"" is remembering before the police!"
hin_b62bb1452d84cd835b7f3fee51deb078,योगी जी का घोषणापत्र लव जिहाद पर 10 साल की सजा और 1लाख का जुर्माना!! !! जय जय श्री राम !! 🚩🙏🌷,1,Fucking GV for a 10 - year sentence on the battle and for 1 million!
hin_e116700b8b2699cd54fd2dc5b03d4476,पुलिस को नजर बनाए रखने की जरूरत है इस एप पर इसमें जिहाद आतंकि गतिविधियों वाले कंटेंट होगें!!!,1,Police need to keep an eye on this app and will have a fight rate of terror!
hin_8e295e5a0808d4507b683e34cae928c2,"तुम जैसे नीच औरत के वजह से ही लव जिहाद बढ़ रहा है, तुम लोग ही बढ़ावा देते हो",1,"Love is increasing because of a mean woman like you, you just promote it."
hin_44113518e0e8d6e75647e73a2bc7eccd,विश्व गुरु बनना है तो समय रहते बॉलीवुड को खत्म कर दो आधा जिहाद ऐसे ही खत्म हो जाएगा!🚩,1,"If the world is to be a teacher, that's how half the struggle will end with Bhudiwood!"
hin_3e88ba546c2f8097ce0ba62e5e789c48,जिस मुल्क की फौज का मोटो है जिहाद ऐ फिसिलिला उनसे आप दोस्ती कैसे कर सकते है सर जी,1,"How can you make friends with a country whose military forces are fighting, sir?"
hin_43b63fac67fd2c8441239bc458372a1e,आतंकवादी कहीं सुरक्षित न तो खुद रहता है और न दूसरों को रहने देता है इस्लाम का मतलब जिहाद|,1,"Terrorists do not live in security, nor do they allow others to live up to Islam"
hin_e48b2e7674713e92cec171d01ef18be2,मैं महाराष्ट्र से हूं। ऐसी कोई टोपी हम नहीं पहनते। ये लव जिहाद को बढ़ावा देनेवाली ही फोटो है।,1,I'm from the Great Nation. We don't wear a hat. This is just a picture of the Love War.
