id,text,polarization,text_en
arb_3bd4c98c0da1788b4fb9f5a96a516f7b,يا اختي اعتزلي حالج حال شيرين 😆,0,"Hey, sis, I'm sorry. I'm so excited about Shirin."
arb_ca6450271981071ea3d21563b96c3d35,احلاممم كفى غرور بس لان مستحيل  ان تصلي الى راغب علامه,0,"Your dreams are enough ego, but there's no way you're gonna get a sign."
arb_61f6091ca106ac5910a4bee67634aa29,عود تحجي لغات ام العيورة ههههههه ساعة لبناني ساعة مصري ساعة خليجي كبر لفج خخخخخخخخخخ,0,"An Egyptian hour, an Egyptian hour, a Gulf hour, grew up to pump a peach."
arb_b71d336252fb97d85e7c397fcec8b521,عصيتين الغلايه اللي  فرحانه بيهم         برديس,0,Two kettle sticks that are cheerful about Brides.
arb_59bff055d5552b508aea6789c16f453d,صح صح صح حصح صح لما قالت عن ناسي صوته مخل,0,Right. Right. Right.
arb_641e46233bb0d7b646d450eb50b04d2e,علي راي سعيد صالح الله يرحمه الشغل دا مش عايز شهادة دا عايز ليونة ههههههههههه,0,Ali Rai Said Saleh Allah has mercy on his work. I don't want the testimony of Da Iz Leonah.
arb_d29ca18111ab00d63aa1bf3ba0ace2a4,والله دماغكم فاضيه -ربنا يسترها علينا يا رب -لا حول ولا قوه إلا بالله العلي العظيم,0,"And God your brain is empty, and our Lord is covering it for us, O Lord, there is no power but the Almighty God."
arb_ec367a20c8e80c2c4d95a08980f9ccd9,ابو لحية... يتفرج مليح مليح و بيرد قلبو و يجي يحل فمو,0,"The father of a beard... watches Meleah Meleah, Bird, heart, and Jai solves mouths."
arb_d40b7a6fff926a11c71a3311676e4bd8,مسخرة لا جسم حلو ولا وجه ولا اي حاجة زبلة وصايي,0,"A sarcophagus, no sweet body, no face, no need for a rubbish and a saint."
arb_fb03e927e4439f1ddef525c471e3740f,وائل انسحب من عرب ايدووول لانو احلام طردتو من البرنامج لاتخافي يا نانسي الدور جاي عليكي الدور انتي كمان,0,"Wael has withdrawn from the Arabs of Edoul Lano... dreams you've been kicked out of the program... don't be afraid, Nancy."
arb_45c63ac54c4fb8b58a64de5c5b1522cb,اصتاذ بدل استاذ ومططفرجش بدل ماتتفرجش اصمعني  بدل اسمعني هههههههههه ليش هيك بتحكي هاي,0,Listen to me instead of a teacher and a freak instead of a freak. Listen to me instead of listening to me.
arb_80d316abc126e4f0780b26fe9bed5c4e,حاطه روج من تحت مناخرها لغاية شفتها اش ده,0,Rog's surrounded from under her nose to her lip.
arb_0d1ef973b60a3a388b3eb733e225ac80,اكيد عاملته بطريقه محترمه لانها بالعادة بضلش عليها ولا قطعة ملابس فهون هي محتشمه,0,"I'm sure you've treated him in a decent way, because she's usually cheated on her, not a piece of clothes, she's decent."
arb_6d626861a0500d90dd22c8571c1b96a1,الصراحه طالمین بردیس هی قدمت شی محترم  هی اساسن محترمه بجد,0,"Honestly, I've been very, very respectful."
arb_b75f17e0044c700d5db2db010d24c156,دي مش بتمثل الشعب المصري الشعب المصري في ناس كتيرة محترمه,0,The Egyptian people don't represent the Egyptian people in a decent lot of people.
arb_220015622a56c6f7748f791d02c1abd5,مهو للى زيك مبيكسفش من اى حد عشان مبتكسفيش من ربنا وعزابك عسير انا ندمانة انى شوفت الفيديو دة رخيصة,0,What's up with Zeke Mpexfish from any distance from our Lord and your bachelor? I regret that I've shown this cheap video.
arb_2bfc87fc42d95c3bcaa81ec6743955c3,هههههه برديس تضحك و يالي يضحك أكثر هم يدافعون على سعاد حسني على أساس انها داعية إسلامية روحو شوفو أرشيف سعاد حسني و المشاهد المحذوفة,0,Ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh #hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
arb_9730901ff14afbeb528ad7fcd9868980,حسبناالله ونعم الوكيل عليه الطلاق انتو الي خربتو مصر,0,"As far as God is concerned, and yes, the agent has to divorce. You're the one who ruined Egypt."
arb_febc28edf74b32dd42b46b4f3f3ca00c,المشكله اصلا ان دى واحده وسخه وانتو بكلامكم عليها بتعملو منها نجمه,0,"The problem is that one is dirty, and you're talking about it by making a star out of it."
arb_ebc7091cfa609f147f285036aa164aad,اذكروا الله يا مجانين بالدنيا متى تهتدون متى ؟,0,"Remember God, you crazy bastards, when you're going to be guided when?"
arb_0d001103dfd9c5ca4857e2518671406f,احلام ينطبق عليها مثل : (( متى سكنت القصر قال امس العصر )),0,"Dreams like, ""When did you live in the palace last afternoon?"""
arb_97e7eaab7f8f28c593cf87bb2900df97,اقسم بالله العلي العظيم احلام مريضه نفسيا انها بحاجه الى مصحه للعلاج الله يشفيها,0,"I swear to the Almighty, the great dreams of a psychopath... that she needs a hospital... that God heals her."
arb_5bd2a79243dd7184cd09802ab333dc5b,انت مريض نفسيا قاعد تنشر ع كل من هب وذب  وترمي الناس من حجار وبينك مصنوع من قزاز انت حتى المذيع ماسبتها بحالها,0,"You're a psychopath, a rule that spreads away and melts, and throws people out of stones, and you're made of dirt."
arb_c76d54957e63764ead1dfb3af7b00f57,احلام كانت طبيعية بس بعد الفلوس وعمليات التجميل اصبحت مغرورة وتافهة وحت صوتها اصبح ماالة قيمة بسب تصرفاتها مع الاسف,0,"Dreams were normal, but after the fallout and the cosmetics became cocky and insignificant, and her voice became valuable money because of her behavior with regret."
arb_e54795b5b094568bb8ed02582d6ea5f9,ماهو  اسم البرامج باللغة العربية وهل تموياهو عربي اشك في ذالك,0,"What's the name of the programs in Arabic, and do you want to give him an Arab? I doubt it."
arb_f36fd2f9ac17475da57386a7009f2c6a,ﻻ احب ان اعطي رأي في هده التفاهات لكن اريد فثط قول شيء واحد هؤﻻء يمثلون على الناس لكي يضل يتفرج وينتضر الجديد منهم,0,"I don't like to give a fuck about this shit, but I just want to say one thing... these guys are on people to keep watching and waiting for the new one."
arb_7ba24c14ccbb7db20e0b851a19323177,طبعا الثقافه البيئيه تلعب دور في تنشأة الشخص وتحدد شخصيته وبالتالي تنعكس على ستايله,0,"Of course, an environmental culture plays a role in a person's upbringing and personality, and it's therefore reflected in Stayla."
arb_f9ad56dc57e1128f47ed369ebf800546,"أحلام انتي ملكة ياعمري الله يلعن كل واحد بيسبك 
أحلام والله انك قلبك طيب. والناس بتغار منك💖💖💖💖💖💖💖💖💖💖💖💖",0,"Dreams that you are queen, O ager... God curses everyone... by giving you dreams... and God, that you are your heart... and people are jealous of you."
arb_8981018339997555d67ce09fa9c52901,احلام كانت حوله ليش هسة طبيعي عيونها؟؟؟  معقول سوت تجميل,0,Dreams about him aren't her eyes normal?
arb_a19e827ba3d02e81338bee9ca0f645e4,شكراً أحلام علمتيني درساً رئعاً  ، علمتيني أنه مهما بلغت ثروة الانسان المادية لا ترفع قيمته بل على العكس تزيد من احتقاره  من قبل الناس,0,"Thank you for your dreams, which taught me a wonderful lesson, taught me that no matter how much human material wealth, it doesn't raise its value, but on the contrary, it increases its contempt for people."
arb_a8b37f4e109b6f70ee7331372f95ab51,سبحان الله ؟؟ و كاني اتفرج على القذافي رحمه الله...و الله مافي فرق !!!!,0,And I was watching Gaddafi for God's mercy... and God has no difference!
arb_87269d092d4525bca8d18306b358448c,بصراحة ابشع مطربة عربية صراااحة والله و عمري ما اسمع لها اغنية,0,"Honestly, the most ugly Arab singer, and God, and I never hear a song."
arb_5b8a483b55a01ac915c41ffb4f8cad07,اظن هي تقياس ملابسها في فديوات على اساس ملابس بدله الرقص الشرقيه فمن وجه نظرها ان ملابس محترمه وحركات الله اعلم,0,"I think she's measuring her clothes in videos based on the East Dance suit, so from her perspective, decent clothes and God's moves, I know."
arb_6d3a8193dcf9b7cda7dc54e12d91f547,وعلى فكرة ليه كل العالم تجيب سيرة اللبنانيات ماعم افهم والله عيب عليكم 😡😡😡😡😡😡😡,0,"And as far as the whole world is concerned, the Lebanese biography answers what I understand, and God is faulty for you."
arb_c0f2febc176ec95779701238e1af335f,أقسم بالله انا عجبنى كلام طونى خليفه جدا   اتعرى يجيلك شغل أكثر ههههههههههههههههههههههههههههههههه,0,"I swear to God, I like the words of Tony... so loyal... I strip your generation... a job more... a job more... a job... a job... a job... a job... a job... a job... a job... a job... a job... a job... a job... a job... a job... a job... a job... a job.... a job.... a job.... a job..... a job.... a job..... a job..... a job...."
arb_2c4573cb546377ef3e4c3fde2334e381,الي استحو ماتو.يا جبل ما يهزك ريح كااظم 💖,0,. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
arb_605022957c3c615e6b07071d28f49474,شطلعت هاي كله طلعت مسويه كاظم الساهر عمي كاظم يسوى روسكم وفنان نفتخر بي,0,"I've all been caught up in the settlement of Kazem Al-Sahar, my uncle Kazim is settling your Russians, and an artist who boasts of me."
arb_e19fab9082c4ea5e54d2f176d87dadab,خرى علا الفن العربي أصلا عمري ما استمعت له لانه كله اكل هوا,0,"I never listened to Arab art, because it all ate hoa."
arb_6159594e35cfdbf7a8ac1a3199c34d6a,كلك شقفت طقاقه هههههههههههههه شكلك ولا اقبح من هك,0,"You all cracked a necklace, and I don't uglier than you."
arb_d9bfd2d23ac493bf623ee3730121e50e,أنا ماشفتش إنحطاط وسفالة للدرجة دى _ عاش بهاء جاهين عاش,0,I don't know what to do. I don't know what to do. I don't know.
arb_e0fcc1690ffcac9596d9796595139dc0,قحبه وعينها قويه الغلط من الي ما رماها بالسجن عار على الفن والحريم بكل مكان,0,Her heartbeat and her eyes are all wrong... from what he threw in prison... shame on art and the harem everywhere.
arb_973028d1f7df2f612b89251c3b7ae905,يعين أهلنا تونس يؤاخذهم فعله السفهاء امثال السبسي وبشرى اللهم ارنا عجائب قدرتك يحارب الإسلام,0,"Our people will help Tunisia, whose foolish deeds are the likes of the Messiah, and the good news of God, show us the wonders of your power, that he fights Islam."
arb_80d11ad899f0e40d174fbdae190f9d50,"انت لو عندك شرف ما تسوي هيج لغير  ناس يجي يوم ويسون لشرفك هيج
طبعا اني ما احبهة ولا اكرهة لاحلام بس عيب هالحجي يا عار",0,"You, if you have any honor, you don't have the right to make Heg up to other people... who come to Wesson's day... for your honor... Heg, of course, I don't like it... and I don't hate it for dreams... but it's an awkward shame."
arb_4b202722147ebc7f2aca4759ab7544b2,من هي احلام واحدة نكرة لانو معها فلوس تعتقد انها انسانة     احلام كان يجب ان يكون اسمها كوابيس,0,Who's one no-go-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no dream-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no-no dream-no-no-no-no-no-no-no-
arb_d3187c04303795e2c164b8890c0875ba,ولله الصراحه روان تستاهل شنو هل اخلاق وين راحت التربيه لو وحدهه ببدال مريم جان رزلتها بس مريم غلطت من نزلتها 💔,0,"And for God's sakes, Rowan is entitled to what? Did Wayne's manners go down if only Mary Jean's alone didn't send her down, but Mary didn't make a mistake at her motel."
arb_6c0d9bca748a79d9fb1635564d79f889,مهما غير شكله واضح رجال من وجهه استغفر الله بس 👎🏻,0,"No matter how obvious he looks, men from his face, ask God for forgiveness, but... . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . ."
arb_f1857d887d735de090119b9f44eda6bc,اسمعو انا منقهره من الصدر ويوم تقول  غيره  والضحكه هههه,0,"Listen, I'm out of boobs, and the day you say ""jealous"" and ""chuckle,"" huh?"
arb_af3e5a1dec0369b8d5f7c0d72c63f693,هو الدكتور قعد ينفخ في صدره كام يوم علشان يطلع كده,0,He's the doctor. He's blowing his chest like a day to see that.
arb_0100b92458cbbf9383ad4d48e4b92f6e,ههههه شعر مستعار وصدر منفوخ وشوارب منفوخة ويقولك جمال,0,"A wig, a bloated chest, a bloated mustache, and he says, ""Beauty."""
arb_5416d57eb0b291a8c028914d26e1afb0,ياجماعة شو خص العراقيين كل البلاد فيها هيك اشكال,0,"Hey, guys, Shaw's got the Iraqis all over the country."
arb_b51de494ba04232eb991f94348a0f06a,الي اول مره يشوف المخلوق الفضائي هذا يخبط لايك 🐸🚬,0,"For the first time, this alien is screwing up Lake."
arb_256a74ebc497b03ebce6fbf5b30d9d2d,رغده انسانه وطنيه عربيه مثقفه فاهمه اللعب الاجنبيه والخيانات العربيه تحيه و  احترام .,0,"A rich Arab patriot, inspired by foreign play and Arab betrayal, salutes him and respects him."
arb_e8dfc2e82e463f804a04e2f98abf1e44,المفروض تحترم غيرها حتى لو ماعندو صوت ليش هي صوتها زي صوت ام كلثوم,0,"She's supposed to respect others, even if they don't have a voice."
arb_4aeb322731a6d97221c73a6e72aa7a09,صح كلامك يارغده انا معاكي في كل شي قلتيه,0,I'm with you on everything you've said.
arb_917be14b500840f7a394c439c7cb769d,"انا مع أي حاكم ضد الإرهاب  مهمه الحكومه حفظ الأمن و هذي الثوارات
ما نفعت الثوارات",0,I'm with any anti-terrorist governor... the government's task of maintaining security... and these revolutions have served no good.
arb_f94ade39cb3932879bf84727dc897308,عاش ثمك يا ستي انت الوحيدة بتقولي الحق والله انا اييدك واكثرهم للحق كارهون,0,"Live there, Steve. You're the only one telling the truth, and God, I'm your hands, and I hate them for the truth."
arb_4cb1c6725e144f8d63d5ee1a7ae3512b,اطفال العراق اهل الموبايلات و التعليم....  عم يتقتلوا و يموتوا.....  و يعانوا... ترفزني هي المراة,0,"The children of Iraq, the people of the mobiles and the education... what they kill and die... and suffer... is the woman."
arb_a0af2b3b2d28e3f93e1add930d1adbef,ههههههه من جميع الخزعبلات اللي قالتها في شيء واحد صحيح:حد يسمي بنتو موزة 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,0,Ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh!
arb_ff7e4b0781933ce55bc41420e6a21ef6,بيض الله وجيهكم ياللي ضربتوها ، أهينوها أكرمكم الله ، كيف تجرؤ في على سب أم المؤمنين رضي الله عنها وعلى نصرة الخائن بشار الكلب,0,"The eggs of Allah are yours; yea ye have struck them ! Indignity is Allah ! How dare ye be in the captivity of the mother of the believers , that Allah pleaseth her; and in the help of the traitor is the bearer of the dog !"
arb_49425e5912b7fc59ea52d0e7df586f4e,"بصراحة كلامه صحيح 
وكلام مضبوط و موزون 
يسلم فمك",0,"Honestly, he's right, he's right, he's right, he's right, and he's got a mozone to give up your mouth."
arb_2e1fd873801bbc17f3fd1d5fa2b707d7,عيع ضحكتهة عبالك بمستشفى مخابيل  اول مرة اسمعهة تضحك,0,You're laughing at a freak's hospital the first time I hear her laugh.
arb_8b15943d28bb93f669887b2754e23e33,بل نسبة لشكون موت البطل صدام كل لعالم ولبشرية بكو علية هاذي بطل من ابطال العروبة,0,It's because the hero's death is suspected... a clash of every world and human being... with an all-behavior... a hero of the Arab world.
arb_29460d43ac4e86b5577557d6d3d5ba34,ياناااس لحد يسوي لذا الوسخ فااالوو ع قولو 😂😂😂,0,Janaas to the point of being so dirty...
arb_dd7d1afce13d5c71524523bf320b2405,انا بدى اعرف شو هيدا شاذ ولا هو ربنا خلقه كدا يمل الصفتين,0,"I seem to know Shaw Heda is gay, and neither is he. Our Lord created him so boring."
arb_ed2cb661a2229298df0e53f7ced13e99,صدوك عراقيه من كلامه بعض كلمات توحي انو هي عراقيه,0,Some words suggest that Anno is an Iraqi.
arb_ddc64ed40fdee3ae03ab0e69e39c81b4,يشبه امل العوضي بس هذا شايفته ويه كاتولينا اسمه ابو عباس 😂,0,"It's just like Amal al-Awadi. That's his tea, and, uh, Catulina's name is Abu Abbas."
arb_b62188cb0735bdf6ffef49f8d643dbfc,"لك اكلوا تبن تروحله فدوه 
تاج راسكم هو مضغوطين😏😏",0,"For you to eat the adoption of a journey, the crown of your head is compressed."
arb_b2253e2a11a70cd1b1f48ab761cd0a5f,هو صباح الامي كاولي ويريد الناس كله كاوليه مثله يعني ميعحبه غناء كاظم الساهر,0,"It's mom's morning, Cowley, and he wants all the people like him to sing like a soothsayer."
arb_b4934d975b6e2228c032d023a70a92f5,عيب وكافي كره العراق حرام عليكم  كافي الي همه  بي  يامن  تد عون دول    عربيه,0,I don't want you to hate Iraq. I don't want you to hate Iraq. It's enough for you to care about me.
arb_2c23349876dac0fd9f642bc9021c1976,كاضم نجم متميز بس كل الي طلعو حقودين 😂,0,"♪ Like a superstar, but all of them are vengeful... ♪"
arb_2cb1846ceb13d3b3229497fbf90dfb27,"WTF  كل من هب و دب صنع كاظم الساهر 😂😂😂😂😂
كاظم الساهر صنعه تعبه على نفسه",0,It's all the hippie and bear that made the watchman's caesame.
arb_f7e50909146db587a32d990ef969cf18,"الحين انا اسوي لايك ولا ديس لايك 
القناة حلوووة واللي ينتقدون كاظم بعطيهم ديس لايك.بعلق بس يكفي",0,Now I'm settling for Lake and Des Lake... the channel is sweet... and they're criticizing Kazim... by giving them Des Lake.
arb_10b80477077a2c0b70ab6717112d6404,والله كلكم تغارون من كاطم لانه احسن منكم تحياتي للقيصر من كوردستان,0,"And God, all of you, are jealous of Khatma, because he is better than you, my greetings to Caesar of Cordistan."
arb_c6ab0d408004dbfc74f13290c9b81256,احلى فنان وأرق فنان وشي عادي يغارون ولا واحد يصلو بعدو بيجي جورج وسوف هو جيل عبد حليم وجيل طالع,0,"The finest artist, the finest artist, the ordinary rat, the jealous ones, and no one prays against Peggy George, and he will be the generation of Abdul Halim, and the generation of Tala."
arb_247998917b587240623898d7cb4a5981,"لعد هذوله مطربين 
والله ضحكوووني 
ههههههههه 
تاااااجكم القيصر 
بس اغنية بغداد لا تتالمي يسوئ كل اغانيهم",0,"For these are many singers, and God has laughed at me."
arb_cb594eda13dacef8abf70ffe5dac57cb,الي يعيش ياما يشوف دنياء طلع فيها كل شىء,0,Who lives when there's a world in which everything has come to pass.
arb_0a43225b02691d91671800402d5646d9,لا و عنده أمل  يصير حامل  ههههههه,0,"No, and he's got hope of getting pregnant."
arb_0a2628089e133ae4dff5eb62193b5495,اتنمنه يرجع العراق خل يشوف الزلم الخشنه شلونهه وشيسون بي,0,I hope Iraq comes back... ..seeing the roughest word... ..shill and Chesson Bee.
arb_62ea6b5ebcd7b053137a4451d061d382,هذا شنو الجديد ...مخلصنا من هيفا وكاتولينا ...طلعت انته......فضحتونا كتكو نيله مليتو البلد.,0,"That's what we're new to, our savior from Hiva and Catulina you've come to expose us to the country's Ketko Nelet Milito."
arb_3f1964f0a543462210c54a47f2c49fde,اولا هاي متمثل العراق وبكل مجتمع اكو الصالح والطالح,0,"First of all, it's Iraq and all of Aku's good and bad society."
arb_06151d1fa2cebde644d6e09684316a76,يا الله شو هلشي المقزز والقرف ماخد بحالو  مقلب باع صدرو شلون منفوخ مقرف جدا,0,"Oh, God, Shaw, he's sick and disgusting. He's got a prank. He's sold a very disgusting shilling."
arb_e0dfda4282ecb6c56ee9c489e784f5de,وش قالت قالت رقاصه وانتي وش يا الطقاقه عاشو ترا كلكم  نفس بعض,0,"What did she say? She said, ""Well, you guys lived to see each other."""
arb_c80e473a9c43f63bf4f9a3d8054328bb,"ياخي من جد يعطي الحلق للي ماله ودان 
ماعندها حوار في الكلام 
ضحكها قلت حيا 
مالت عليك ياملكه السحالي هههه",0,"My brother, who gives the throat to me his money, and Dan doesn't have a conversation, she laughs, and I said, ""Live, she's got money on you, you lizard queen."""
arb_21c70c477ed61036d70970642cf833f5,شو كذابة انتي مريضة كيف عم يسمحولك  تحكي عالنجوم الكبار انت النكرة شو ملكة يا عمي شو بكرهك,0,"You're sick, you're lying, you're sick, you're sick, you're sick, you're sick, you're sick, you're sick, you're sick, you're sick, you're sick, you're sick, you're sick, you're sick, you're sick, you're sick, you're sick, you're sick, you're sick, you're sick, you're sick, you're sick, you're sick."
arb_87f3f8d2cad636b1d7227bb11ba9ddb8,وش تسوي ذي  البومه احلام هههههه لاحول ياربي وشذي قاعده تضحك مالت لاحول ياربي بعد هذا تجي تقول انها ملكه مالت,0,"What an owl of dreams, for the sake of my Lord, and a rule that laughs, money for the sake of my Lord, after this come, you say she is the queen of Malt."
arb_63be9372e9cac248798bddd4bf798b50,يا حرام.. مرضية نفسية. احلام بدا طبيب نفسي... ملكة ههههههههههههههه ب ج ا ح ش ن ي,0,"O Haram, a psychopath. Dreams seemed like a psychiatrist... a queen of Huhhuhhuhhuhhuhhuh?"
arb_d0ef759e481b7306861019976ace0cdb,خشم أحلام جنه كزوزات فلكس هيه جانت طقاقه رقاصه بالمزارع,0,"The sweetest dreams of a garden of flakes. Hey, Janet, dance class on the farms."
arb_e1bdb62432f5a2fad0a4a93737648c7a,حرام اذا اكو واحد يحبه انتي مو ملكه انتي بقره گبر همجيه,0,"If anyone likes him, you're not a queen, you're a barbarous cow."
arb_4bc1fe6e2c2f118d48a51c2f501a7829,أحلام  همجية وغير  متزنة وليس  لها  شخصية  مؤثرة  مع  الأسف,0,"Dreams of barbarism and imbalance, and unfortunately, they don't have an influential personality."
arb_aacd2539c5cb5eb7dabf4baef1940301,لا مستوى اخلاقي ولا ثقافي .ولا...ولا...💩.اكيد دفعت فلوس علشان يحطوها في لجنة التحكيم...اتمنى اعرف كم..؟؟؟😨😨🙈🙈,0,"No moral or cultural level, no... no... sure... you paid money to throw it on the jury... and I hope I know how much...?"
arb_2be7e143c1075b8e1fcb54ccf1285261,هاي احلام خبله يعني هسه هيه مره  اشكبرها وتتعارك ويي شمس اثنيناتهن انعالات,0,"Hey, dumb dreams mean hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey."
arb_2d244aef013622d41950e92015152c77,هي دوابة  جاية عابشر بالغلط يولي روحي ارعي واكلي جت احسن لج يامطمطمة ياطنفسة موزين مكبرين راسج ويحكون معاك,0,"It's a potion, a false human who gives my soul... care and eat... the finest of memorize, a full-blown, sturdy breath, and they love you."
arb_41a00b12cad8c23ae58fec2edb7a3de5,كبر احلام اني لو عندي وجهج ما اطلع يا ثوله ولله اكرهج,0,"I would have dreamed that if I had a glow, I would not have come to know, and to God I would have hated."
arb_8120ca8b488e8fdd14cbc7314870f9b5,فنانتة العرب نوال الكويتيه بلا مناااافس الفن ذوق واخلاق واحلام ماااااعندها ذوق ولا اخلاق ولا عندا ادب,0,"And she is the Arab, the spoil of the Kuwaiti, without rivals of the art, with taste, manners, and dreams, neither with taste, nor manner, nor with manner."
arb_8b33daace1363845dbbe29aa1e96016f,لا تصحب العبد الا والعصاء معه فان العبد العبد لوطاله مناخره,0,"The slave shall not be accompanied except with him, and the rod shall be with him; but the servant shall be with him, and he shall be with him, and he shall be with him, and he shall be with him, and he shall be with him, and he shall be with him, and he shall be with him, and he shall be with him, and he shall be with him, and he shall be with him, and he shall be with him, and he shall be with him, and he shall be with him, and he shall be with him, and he shall be with him, and he shall be with him, and he shall be with him, and he shall be with him, and he shall be with him, and he shall be with him:"
arb_4b94aa53006c67494c7fe21038a4e130,يا سبحان الله من طقاقة إلى ناقدة تنتقد الغير مع أنها لا تفقة شي وشكلها أعوذ بالله من الشيطان الرجيم,0,"Hallowed be Allah, from energy to criticism of others, even though they don't come out of anything, the shape of which is in the hands of Allah, of the stoned devil."
arb_6f275337f9cc7f2db4a52d20e3dcc060,انسانة تافهة انتي تافهة يا اححلام انتي كذابة و متناقضة مع حالك انتي مريضة نفسيا,0,You're a pitiful person. You're a pitiful dream. You're a liar.
arb_e738a0206d513718170e174ec34a4944,الله يخارجنا منك يارب انت واخوكي الشاذ يا عبده الدرهم اعتقد ما ضلمتك,0,"God will bring us out of you, O Lord, and thy gay brother, O servant of the dirham, I believe what is wrong with you."
arb_b73739d379ff15268051d355c6b19cfe,ههههههههههه مهزلة   بقرة  بمعنى  الكلمة,0,"Ha ha ha! Ha ha ha ha! A cow's farce, indeed."
arb_2ec4160d1a03b5c3d059898bca39b214,"يا ريت هلكلام يكون مظبوط 
احلام مسخرة وشيفي حالها علا شب فضي هلعجوز ولبقى البقرة",0,"Hey, Rhett, come on, let's have some funny dreams and shit... on an old silver guy... and for the rest of the cow."
arb_6e4ce1140b7fa0600e46368f9d719e77,والله الدين الأسلامي برئ منك يا حثاله يا كنتوكي  شوهتو بلادنا يا اوغاد انتي و امثالك تبآ....لكم,0,"And God is the Islamic religion that is innocent of thee, you scum, Kentucky, who have detested our country, you bastards, and such as yourself, damn it..."
arb_f2e0bd7f6c01d653a8914477bfeae7e4,سيرين انت فنانه جدا راقيه ونجمة النجووم وماكو اي مقارنه بينج وبين اي فنانه هاي إذا ينحسبون فنانات,0,"Serene, you're a very high-end artist, a star and a maco-star, a comparison between a ping and an artist."
arb_55ef9d10e4e92c8d9d616cef15c9edc6,سيرين عبد النور لا تملك اسلوبا راقيا اتجاه الاخرين,0,Serene Abdul-Nur doesn't have a high-end attitude towards others.
arb_69bd1d9a022c3bac1f168ef3514ccc78,هو انا بحس كتير نادين الراسي بتغار وبتقلد سيرين,0,It's me who feels so much like Nadine's head is jealous and siren's impersonating.
arb_a549ecaac4b9fec28b8f2d6683ba8f07,شنو رجله نزعه لباسه وشمره تقليد شمر لباسات هذا 😂😂😂😂😂😂,0,What's his leg ripping off his dress and his booze mimics his dresses ?
