id,text,political,racial/ethnic,religious,gender/sexual,other,text_en
tur_e232c8891fdde3f8faa702ebff11d908,Dünyanın en zekice bağış reklamı.Bu gördüğünüz ekrana banka kartınızı sürtürek yoksul insanlara bağışta bulunuyorsunuz.Yer Almanya.,0,0,0,0,0,It's the smartest charity ad in the world. You're donating your bank card to poor people. It's Germany.
tur_e59bbeb99d5bc91ba77668dca8046b7a,"Nezaketimi ve elit duruşumu bozmadan ifade edeceğim. Tahmini olarak ""neyim ben twitterın en ... kızı falan mı"" yazıp götünüzü memenizi atmayı ne zaman bırakacaksınız çok sayın şıllıklar?",0,0,0,0,0,"I'm going to express my kindness and elitist posture, and I'm going to guess when you're going to stop writing ""what am I, the biggest girl in Twitter or whatever, bitch?"
tur_bbae24aa9294cc6180fd969ad61c8d97,@USER Fox TV yüzünden Başkanımızı yine karalayan troller sonucu değiştiremezsiniz rahat durun huzur verin hepinizden bıktık. İsmail Küçükkaya konuyla ilgili açıklama yaptı Başkanımız soruları almaya tenezzül etmez ama bunu kurguladığınızı çok belli ediyorsunuz. #HerŞeyÇokGüzelOlacak,1,0,0,0,0,"You can't change the results of trolls who have slandered our president again because of @USER Fox TV. Let us rest. Ismail Küçükkaya has made a statement about the matter. Our president doesn't mind taking questions, but you make it very clear that you've edited it."
tur_b4e26f95a34ac3e93f4fe0dae13aff65,"@USER Yakında gece duvarlara falan yazı da yazar af diye,, Kurt gerçekten kocadı maskara oldu",0,0,0,0,0,"@USER Soon he'll be writing on the walls at night and writing for forgiveness, and Kurt's really a big man, he's a laughing stock."
tur_20da9971e799781f2b501631684e3ddd,"@USER @USER Ağzına sağlık hocam 👏👏👏 kadının yalakası da başka manyak oluyor, yazdıkları ortada daha ne ortalıkta çemkiriyorsa fetöcü",1,0,1,1,0,"The woman's kiss-ass is another maniac, and whatever else she's got going on around here, she's a faggot."
tur_5a9535395e240db5c182dc73c485ff2e,İstiklal marşından rahatsız olmak Vatan hainliğidir.,1,1,0,0,0,It's treason to be disturbed by the anthem.
tur_b405a2e4d8beeaf4f759f3ae6b981ee6,#kimlerkimlerle #imralı cümle aleme CHPKK diye iftira at sonra Öcalan’la mektuplaş.,1,1,0,0,0,#Who are the people who are the people who are the people who are the people who are the CHPKK and then write to the people who are the people who are the people who are the people who are the people who are the people who are the people who are the people who are the people who are the people who are the people who are the people who are the people who are the people who are the people who are the people who are the people who are the people who are the people who are the people who are the people who are the people who are the people who are the people who are the people.
tur_7e19462435ce0345ce45d7bb0ea6a907,"Atatürk’ün kurduğu Diyanet İşleri’nin Başkanı gıyabi namazda “Mursi’nin yolundan gidecek gençler yetiştireceğine söz vermiş. Bu nankörlüktür. Bizim Çocuklarımıza; Kürşat’ın........ ve Bize bu güzel toprakları Vatan yapan Alparslan’ın,Fatih’in, Atatürk’ün yolundan gitmek yakışır.",1,1,1,0,0,He promised to raise young men who would follow the path of Mursi. It is ingratitude for our children to follow the path of Kurdistant.... and it is incumbent upon us to follow the path of Alparslan.
tur_3803679a5fbf6dae647c3c974b5827f0,Lan siz bi bok değilken sizi bi bok yapmaya çalışan insanları kırıp döktünüz,1,0,0,0,1,You guys broke people trying to fuck you up when you weren't a piece of shit.
tur_50be882a42fafde275e06c1f99f532f1,@USER kızımmm allahı bu boş adamlarla meşgul etmeye bile değmezzzzz en son 2013te sampiyon olmus kendi takımlarının yanından bile geçemediği finalde utanıp susacakları yerde bi de şampiyonluk kutlaması yapan salak bir topluluk bu,0,0,0,0,1,"@USER Girl, it's not even worth keeping busy with these empty men. It's a stupid community celebrating championships in 2013, where they can't even get past their own team in the final, where they'll be embarrassed and shut up."
tur_01351c2096c7a231bc52de57579a7bc1,#UyumuyorumVeSebebi almanca sınavım var ama almanca sınavıma da çalışmıyorum öyle mal gibi duruyorum:/,0,0,0,0,0,"I don't sleep, and I have a German test for reasons, but I don't study for my German exam, so I look like an idiot:"
tur_dccb5e45455bad9c6d48bc2f9e3429ed,"16 yıl boyunca, ülkemin her köşesinde iz bırakacak eserleri tamamlamış olmanın huzuruyla borcum olan bu şehre hizmet için huzurunuzdayım. Karar sizin, mühür sizde. #KararSeninOySenin 🇹🇷",0,0,0,0,0,"For 16 years, I stand before you to serve this city, which I owe the peace of having completed the work that would leave marks on every corner of my country."
tur_a661a46f97aa523470836d975d8f0db5,@USER Ne yani okadar fırça çamur iftiralar seçime kadarmıymış Ş.A.Ş.I.R.M.A.D.I.K,0,0,0,0,0,"@USER What, all that brushing mud slander until the election? S.A.S.I.R.M.A.D.I.K."
tur_e45d46508a7300ffdb35c663645b315a,@USER Savaş tabi gün gelicek çalıştığın şirketten tazminatını alamadığın zaman o küçük çocuğuna çikolata alamadığın zaman sende video çeker koyarsın sosyal medyaya ozaman bizde beter ol yazıcaz...,0,0,0,0,0,"@USER War will come the day when you can't get your compensation from the company you work for, so when you can't get your little boy chocolate, you can put a video of it on social media, and then we'll write bad on social media..."
tur_090192e62ba4039ed5bd4a1dd8365593,@USER Ya sen... Nasıl birşey böyle yaşamak merak bile etmiyorum. Oradan da kovulur vatansız kalırsınız dilerim. Muz kabuğuna binip gelmeye kalkmayın. Boşuna da hülyalara dalmayın. Bu millet sizi burada barındırmaz.,1,1,0,0,0,@USER Ya... I don't even wonder what it's like to live like this. I hope you'll be kicked out of the country. Don't try to get in a banana peel. Don't get caught in your dreams. This people won't keep you here.
tur_f44fcb874865ee1a9b9c1a6407038c47,"Seçim bitti. Çay a ,şekere zam geldi. Sıra sıra yoldalar...",0,0,0,0,0,"The election's over, the tea's up, the sugar's up, they're on their way..."
tur_48114b66dc02a242c4f941b4926f9ace,@USER Neyse ki kendi zenginleri yerine vergi ödüyoruz diye bize de yaşama hakkı veriyorlar. Millet de hala erdoğan diktatör desin. Nankörler.,0,0,0,0,0,"It's a good thing they're giving us the right to live because we're paying taxes instead of their own rich people, and people are still calling us erotic dictators."
tur_c46f7cc453eb9b6b66d6295686be4929,"Sü*** So***; ""İstanbul'un valiye 'it' diyen bir belediye başkanı oldu"" Takma kafana Süleyman oda bir şey mi; ""Telekom'u peşkeş çeken AKP'den hesap sormazsam namerdim"" diyen kişisi AKP nin içişleri bakanı oldu.",1,0,0,0,0,"Su********; ""Istanbul has become a mayor who calls the governor 'it'"" -- don't worry about it, Süleyman -- the one who said, ""If I don't answer to AKP who's behind Telekom's back, I'm the interior minister of the AKP."""
tur_b3444063da8fa52ea629014634b284f5,"Fa*** Al***: ""Ulan, bu ülkeyi kuran, memleketin namusunu onurunu kurtaran, sata sata bitiremediğiniz her şeyin temelini atan adama sövüp duruyorsunuz yıllardır. Buna nankörlük demeyeceksiniz de, Üç tünel, üç köprüye memleketin anahtarını vermemek nankörlük olacak öyle mi?""",1,0,0,0,0,"You've been cursing at the man who built this country, saved the honor of the country, laid the foundation of everything you couldn't sell, and you won't call it ingratitude, but three tunnels, three bridges, three bridges, and three bridges, will it be ungrateful not to give the keys to the country?"
tur_26614cca48c497fe01cc10b05cd8f57a,@USER @USER Yok beeee dünyanın en rezil milleti araplardır,1,1,0,0,0,The worst nation in the world are the Arabs.
tur_942235810aba8ea364ab870046958364,"zamana nasıl bırakıyorsunuz ya, ben sevdiğim biriyle tartışınca barışana kadar huzur bulmuyorum ne demek zamana bıraktım, o ne biçim sevmek",0,0,0,0,0,"How do you leave time? When I argue with someone I love, I don't find peace until I make peace."
tur_e9f71b26292b3037b9827fded3872a5f,"İşin garibi ise, Fath Sultan Mehmed’e ""delice” bağlı olanlar ve Resulullah’ın övgüsüne, İstanbul’u feth ettiği için mazhar olduğuna inananların, Haçlılardan ikinci kez İstanbul’u alan M.Kemal’e hakaret etmeleridir.",1,0,1,0,0,"The strange thing is that those who are ""insolent to Fath Sultan Mehmed"" and those who believe in the praise of Ulullah (Muslimah), who have conquered İstanbul (Islamic Monotheism), insult M.Kemal (Kemal), who has taken Istanbul for the second time from the Crusaders."
tur_47b0df6f01fe1b8254aa1cfa83146473,"Sevgili değerli yeni takipçi dostlar, bu hesap göte göt yanlışa yanlış diyen bir hesaptır. arada fetullahçı varsa derhal gitsin fark edersem çok pis küfür ederim, teşekkür ediyorum.",1,0,1,0,0,"Dear new followers, this is an account that calls ass wrong to ass. If there's a fetishist in between, I'll swear if I find out right away, thank you very much."
tur_7cbeb85c00fcf115be3e1216b212ef30,@USER Yok bizde biraz şerefsizlik yaptık,0,0,0,0,0,No @USER We've been a bit of an asshole
tur_ccb21660d36b4f54878943b1086aac60,"Ekrem İmamoğlu'na açık çağrı: ""Ey Oğul!"" 1- Adaletli ol, eşit davran 2- Makamını daima emanet gör 3- Emaneti ehliyete/liyakate ver 4- Ortak akılla hareket et 5- Yaşam tarzları üzerinde zorbalık/vesayet/bekçilik yapma 6- Ceketinle gel ceketinle git",0,0,0,0,0,"Open call to Ekrem Imamoglu: ""O Son!"" 1- Be fair, be fair, 2- Always put your position in trust 3-Emaneti to driver's license/liakate 4- Act with common sense 5- Don't bully/vel/wait on their lifestyle 6- come with your jacket"
tur_79d2c5ca1931846f52000eec3e70068c,"#Suriye Benim askerim Suriye de savaşırken, buradaki suriyeli piçlerin nargile içip, Türk kızlarına sarkıntılık etmesini kaldıramıyorum. Bu piçler siktir olup ülkelerine gönderilmeli. Yeter ARTIK !",1,1,0,0,0,"I can't stand it when my soldier is fighting in Syria, when the bastards here drink bongs and molest Turkish girls, these bastards should be fucking sent back to their country."
tur_dc18e2e73f79e480998f45abb815c213,"5941 yasa ne olacak? Esnaf indirimsiz, iyi halsiz, denetimsiz 5 yıl ailesinden her şeyinden uzak mi kalacak!!! Zaten malını mülkünü kaybetmiş ne olacak? Özgürlükte mi gidecek? @USER @USER ÇekeHapis CezasıKalksın",0,0,0,0,0,"What about the 5941 law? Will the shopkeeper stay away from his family for five years without discounts, without good weight, without supervision!! What will he lose his property? Will he go to freedom?"
tur_963f155e6fc823f91d36e9362e935e02,internetin neden kötü olduğu ortaya çıktı uruspu esad ve rejimi amw,0,0,0,0,0,"Turns out why the Internet is bad, the bitch is assad and his regime is amw."
tur_7e72eccb1577ce4091656e8a3548b5e5,"Bu partiye terörist pkk diyenler ulan ananın örekesi neden mektubu okudun , meclise neden soktun o zaman derler. Adamlar çoğu kişilere göre omurgalı en azından. Herkes terörist size göre zaten. Dip not hdp li değilim🙃",1,1,0,0,0,"Those who call this party terrorist pkk why did you read your mother's letter, why did you put it in the parliament? They're at least vertebrated to most people. Everyone's a terrorist to you. I'm not a bottom hdp."
tur_7c832bce2233670bb0a800c89f808cc1,@USER O adamdan vekil değil adam bile çıkmaz,0,0,0,0,0,@USER He's not a deputy He doesn't even come out
tur_7143ea3faf5ffc4c8db5159efce10652,LgbtiyeDestek HelakSebebidir Hastalıklı bünyeler tedavi edilmeli 3 5 oy için #Pride2019 gibi sapıkça düşüncelere kapılınmamalıdır.,0,0,1,1,0,Lgbtiye Support is the cause of destruction. Diseased bodies must be treated for 3 or 5 votes. They shouldn't be haunted by such perverted thoughts as #Pride2019.
tur_888721329187dea747323df81ee62bc6,@USER Esra gelsene öğret ya geri. 15 temmuz 1453 gibi fena patladi sizde. Bak 1453 ten beri haçlılar da acisi gecmedi. Sizde onlar gibi bekleyeceksiniz. Ha sizin o ruyalariniz var değilmi heo rüyada su oldu bu oldu degilmi. Firavununuza söyle rüyasını anlatsin,1,0,1,0,0,"@USER Esra come and teach me back. July 15th, 1453. The Crusaders haven't hurt since 1453. You'll wait like them."
tur_d258416ed149ce1eb36b9236e628ce20,HAYIRLI AKŞAMLAR ASENALAR BOZKURTLAR VATAN SEVDALILARI 🤘🤘🤘🤘🤘🇹🇷🇹🇷🇹🇷🇹🇷🐺🐺🐺,0,0,0,0,0,"No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no. no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no,"
tur_c7db817dd0553d5f26e4b667607dc699,"AKP’li Kocaeli Büyükşehir Belediyesi, halkın parasıyla 3 tane harem-selamlık kamp alanı yapıp tarikatçı vakıflara teslim etti",1,0,1,1,0,AKP's Kobeeli Metropolitan Municipality has built three harem-salam camps with the public's money and delivered them to cultist foundations
tur_95fcc4b6a078ffbc712545142e6cecb6,"Ne FETÖ’nün savcılarıyla kol kola maçlar yaptık, ne 15 Temmuz hain darbe girişimine yönelik açıklama için sabahın ilk ışıklarını bekledik! Çünkü vatanımızı kişisel bekamıza tercih edecek kadar zavallı değildik #TertemizŞampiyon #SeneHep2011 #3Temmuz2011",1,1,1,0,0,"We didn't have arm-to-hand matches with the prosecutors, we didn't wait for the first light of the morning to explain to the traitorous coup attempt on July 15 because we weren't poor enough to choose our country over our own personal bed."
tur_37c93602900dcc8120eb72e4db55a294,"""Onlar baş köşeye oturdu, biz dayakla girdik içeri"" Mahkeme heyetinin duruşmadan çekilmesi üzerine kızını kazada kaybeden Zeliha Bilgin kararın ardından böyle tepki gösterdi. Bilgin, ""Sanıklar gülüyor, çünkü devlet beni koruyor"" diyorlar, dedi. #ÇorluTrenKatliamı",0,0,0,0,0,"Zeliha Bilgin, who lost his daughter in the accident after the court's withdrawal, reacted this way. He said, ""The defendants are laughing because the government is protecting me,"" he said."
tur_cd211f15e07a0f7b4ed40353d2150d81,"Çaya%15 elektriğe%16 zam ‼️ 696 KHKLI BELEDİYE İŞÇİLERİNE çıkış❗ nerde Adalet❗. DUYDUK DUYMADIK DEMEYİN VERİLEN KADRO NEREDE ❗SÖZ NEREDE❗ #enflasyon @USER @USER #BelediyeişçileriTükendi ""Neden Hedefteyiz""",0,0,0,0,0,16% increase to the electricity!!! ! where's the justice?!
tur_382efb83644fbdde9108cd10627f96ea,@USER @USER Bu Arap sokağını anlamadınız gitti. Daha doğrusu onlar da anlamamış. Bu “One Minute sendromu” geçsin artık.,0,0,0,0,0,"You don't understand this Arab street, or rather, they don't, so let this one Minute syndrome pass."
tur_8d283d00789a2415fe6d883abe837fe5,@USER Şu anda dünyanın en zalimleri müslümanlardır. O görselde çelme takanı gösteriyor ama kovalayan şeytan suratlıları niye göstermiyor.,0,0,1,0,0,"@USER Right now, the world's cruelest people are Muslims."
tur_299bad7aaad7b1ce55de2ea2aeddc3d1,@USER Nasıl bu kadar kaba olabiliyorlar? Uzaydan gelen savaşçı sayborg gibiler,0,0,0,0,0,How can they be so rude? They're like warrior cyborgs from outer space.
tur_bc1095fa54cb10ffd8d72849c840151e,"Sofokles Venizelos ; Osman Gazi’nin türbesine giderek sandukayı tekmelemiş ve ‘Kalk ey koca sarıklı, koca Osman! Kalk da torunlarının halini gör ! Kurduğun devleti yıktık. Seni öldürmeye geldim !’ diye bağırmıştı. ..",1,1,1,0,0,"Sophokles Venizelos has gone to Osman Gazi's shrine and kicked the chest and stood up, O big yellow Osman! Get up and see your grandchildren! We have destroyed the state you have built! I have come to kill you!"
tur_61034d8715aa6b8c19e21daa6ae50629,"@USER 1- Her çocuk ateist doğar, ailesinin yönlendirmesi ile din seçer ya da seçmez. 2- Sanırım bu tarz müslimlerin hepsinde fantaĞzi çamaşır var (mahrem yerleri kapaklı😁) 3- Ve en önemlisi, dünyadaki son dindar öldüğünde dünya gerçekten yaşanılası bir yer olacak. Başkada sözüm yok ✌🏼",0,0,1,1,0,"@USER 1- Each child is born an atheist, chooses or chooses religion by the direction of his family. 2- I think all of these Muslims have fantastic underwear -- 3 -- and most importantly, when the last religious person dies, the world will be a real place. Other than that, I have no words."
tur_a597ae285ffff5f8a20bd6cced60cd45,Bati zihniyeti: Ülkesinin menfaatini düsünen ya Diktatör ya Terörist.,1,0,0,0,0,Western mentality: Dictator or Terrorist in the interest of his country.
tur_e978e2c636f93cf3b95cc49dc7a5dd88,AA: Özal'ın doktoru ABD'de FETÖ üniversitesinde görüntülendi,0,0,0,0,0,AA: Özal's doctor was shown at Å University in the United States
tur_c15585dbbff44e2afd70af41bb4e4128,Bi de çok umrumdaymış gibi trip atıyolar sen kimsiiin la 😂,0,0,0,0,0,They're trippin' like I give a shit who you are.
tur_5c730a895f3cac9f205c65d10bad2281,@USER @USER O gericilerin işi onlar iktidar olursalar zaten her taraf heykellerle dolar bizim heykel yapmamıza gerek yok.,1,0,0,0,0,"If they're in power, we don't have to make sculptures."
tur_04097f6507c4dfbd5b1693553a318e96,Ergenekoncu askerler fetö ağzıyla 15 temmuz filmi mi çekeceksin?,1,0,1,0,0,You're gonna shoot a 15th of July film with the fetal mouth of teenage soldiers?
tur_a7e21c5d645d52541f17b2943dea1c21,"@USER @USER Bir tane akıllı çıksa içinizde şaşıracağım hala pontus lafı ağzınızda,Pontus bir halk,ırk yada inanç değildir,Pontus doğu karadenizde bir coğrafya adıdır ki,bir ırka,inanışa yada coğrafyaya ait olmak biz meziyet,övgü ve yergi olamaz.Önce içinizdeki dönekleri anlatın,sırada ne var",1,1,0,0,0,"@USER @USER @USER I'd still be surprised to hear the word ""pontus"" in your mouth, ""Pontus is not a people, a people, a nation or a faith,"" ""Pontus"" is a geography name in your eastern black sea, that we can't belong to a race, a belief or a geography, we can't have virtue, language and place. Tell me what's going on in your mouth, what's on the other side."
tur_e31494a522f87c162a8ef04278a93583,"Birileri size ""7.yy araplarının puttan devşirdikleri ekber Tanrıları Allah'ın kurallarını dikte etmeye hazırlanıyorken"", +""ben kimin neye inandığı ile ilgilenmiyorum, isteyen istediğini inanır canım"" deme lüksünüz yok. Bilmem anlatabildim mi?Tarafsızlığın da bedeli var,ödersin",1,1,1,0,0,"You don't have the luxury of saying, ""I'm not interested in who believes in what, my dear, who believes in what, when some of the seventh-century Arabs are preparing to dictate the laws of God."" You know what I'm saying? There's a price to pay."
tur_47d39baaeb64e867e240db4876449cf9,#AhmetDavutoğlu darbe tiyatro diyenler aslında şunu demek istiyorlar;darbe saltanatcı saraycilarin eseri....darbeye alenen @USER nu istifa ettirerek başladılar...sonra 15 tembuz kanlı senaryo ve sonra istedikleri khk lar..eee şaşmayan bir adalet var fitil fitil çıkıyor,1,0,0,0,0,"The people who call it ""AhmetDavutoglu coup theater"" actually mean that the coup d'états... began the coup by publicly resigning @USER... then 15 July bloody scripts... and then they want the khk... and then there's an unsurprised justice."
tur_18d91a039b59ed4d8a97f52d5a4d93fd,"@USER ✅2019 eş durumu verilmezse 25 Temmuzda Ankaraya geliyoruz ✅Evleri kapattık,eşyaları taşıdık ✅Kadroyu aldık,adaylığımiz kalktı 1 yıl daha ne için tutacaksınız? ✅Doğuda doluluk oranı %97 Ağustosta 20.000 atama var, batıya atama yapıp yeni mağduriyetler yaratmayın @USER",0,0,0,0,0,"== sync, corrected by elderman == @elder_man"
tur_e0a685ebe9392166dd0fd948d41fe0af,"İngilizce öğretmeni olmak istiyorsun tarih,coğrafya,matematik çözen seni geçiyor sanki çocuklara trigonometri anlatacağız sonra bu çocuklar neden başarısız? bilgisiz branşlara hoca yerleştirdiğinizden olabilir mi #yks2019 #yds2019",0,0,0,0,0,"You want to be an English teacher, history, geography, math solver, it's like we're going to tell the kids trigonometry, then why don't these kids fail?"
tur_91df6cc4d9ecd71ff83deae09bfe61b6,@USER abi arap adamın tweetini gördün mü dün geceki,0,0,0,0,0,"@USER Abi, did you see the Arab guy's tweet last night?"
tur_5f0a8e664cff538f0383446afa6a892d,@USER Bunun için miydi tüm uğraş yazık verilen Oylara yazık @USER @USER,1,0,0,0,0,♪ Is this what all the work is for ♪ ♪ Shame on the poor votes ♪
tur_a32f0235198dff9a007aa9ffdb790f8d,"İki kelimeyi bir araya getiremeyen lise mezunu müdür mü, yoksa tek başına kâğıda ve ekrana bakmadan Brifing verebilen kendinden emin #universiteliisciler mi bu devlete daha faydalıdır? @USER @USER",1,0,0,0,0,"Is he a high school principal who can't put two words together, or is he confident that he can give a briefing on paper alone and without looking at the screen more useful to this government?"
tur_ee85947eef620de917bb3164643903c8,"@USER @USER Bu vatanın evladı olarak bu şeref yoksunu İnsanları desteklemediğim için başım dik alnım açık karısını helal gören,millete küfredene sesini çıkartamayan korkak menZuplar! Bu millet asil bir millet sizin gibi dilsiz şeytanlar TÜRK MİLLETİNİ kirletemeyecek elbet hesap sorulacak",1,1,1,1,0,"As the son of this country, my head will be held high because I do not support the people."
tur_1a9e83b91b33ccd72b10e77c39150f31,@USER Sen nlye attın üzüldüm diyenler var denyomusunuz. Beşiktaş forması altında oynayan bir kişi ne olursa olsun... kendinize gelin artık !,0,0,0,0,0,No matter what happens to a person who plays under a Beşiktaş uniform... get a hold of yourself!
tur_594477114f61b046467f7ba9a861ee90,Sıkılmadınız di mi 22 ye gidip cabbarın ağzına kamera sokup story çekmekten amına kodumun eğlence fakirleri,0,0,0,0,0,"You're not bored of going to 22 and putting a camera in the cababar's mouth and shooting a fucking story, are you?"
tur_31bcd75792885c2297af2d24f11fb140,Neymiş süresiz nafaka yokmuş tmk 176 da ortadan kalkan haller belliymiş hafiye mi takicam peşine sigortasız çalışıp haysiyetsiz yaşam sürüp veya evliymis gibi yaşamadığını tespit etmek için traji-komik @USER @USER #SüresizNafaka,1,0,0,1,0,"What's the matter is that there's no continuous alimony, there's no evidence of what's going on in 176, whether he's an investigator or an uninsured investigator, whether he's living without insurance, if he's living a life without dignity or if he's married or if he's not married, he's tragic-comic @USER @USER @USER @USER @USER @USER #SyNafaka"
tur_d4e322d5c754c1e1829f501e0b37f590,"@USER @USER İnsanHaklarıAvrupaSöz7.Ek Protokolü’nün 1/8/2016tarihinde TC.açısından bağlayıcı olarak yürürlüğe girdi. Bu yasaya göre, bir kişiye çifte yargılama ve cezalandırma yapılamaz!Hem para hemde 20 yıla kadar hapis cezası alabileceğiniz tek yasa maddesi, 213Vergi usul Kanunu, ""VUK 359""",0,0,0,0,0,"== sync, corrected by elderman == @elder_man"
tur_b69bddba90b276bd6ce113c8f5dd9c5c,@USER Avrupa batıyor yok mu orada şöyle Recep Bey gibi birisi geçsin hükümete tek adam olsun başkanlığı getirsin ve bizde ki gibi istikrar ile geleceğe baksınlar. 👊,1,0,0,0,0,"@USER Europe is sinking. Let someone like Mr. Recep pass through there and bring the government a single man, the president, and look to the future with stability as we do."
tur_7137de1f66aa3a5dc04fc4a1fafcc491,#suriyelileriistemiyoruz Bu suriyeyeliler ne yaptı gardaşım size ne güzel birlikte yaşıyoruz.,0,1,0,0,0,"♪ We don't want the majors ♪ ♪ What they've done to you, bro, we're living together ♪"
tur_5b4d94d5b586630a6ce0462f0fe9f5c0,"7 kişi danaya girip oturup yemiyoruz keyif için heralde, dağıtıyoruz. Ne basit sizin için ya evlerine yılda sadece kurban bayramında et giren insanlar var yeter artık şu beyaz türklüğü atın üstünüzden, kimsenin aklınıza ihtiyacı yok herkes kendi bildiği gibi yardım etsin.",0,0,0,0,0,"Seven of us don't sit in the calf and eat for fun, so what's simple for you is that there's only meat coming into their house every year on victim's holiday."
tur_0ce614d6de55ba55ea48bb47525dd5a1,"Bir kaç arsızı bahane ederek ""Ülkemizde Suriyeli istemiyoruz"" diyenlerin çoğaldığı,yüreklerin kaskatı kesildiği bir asırda sığındığı duvar dibinde başına taş düşerek ruhunu Rabbine teslim eden İdlibli bu çocuk bizim yani Ümmetin kızı. Yürekler taşlaşınca çocuklar taşlara sığınır.",0,1,1,0,0,"This Idlibite boy, the daughter of our nation, who gave his soul to his Lord in the face of a wall where he had fallen in a century when he had many of those who said, ""We don't want Syrians in our country,"" where the heart was hardened and the heart was hardened, and the children took refuge in the stones."
tur_605eb82977a6023b7b7d40d4df9cde89,CHP'li Başkan oğlunu belediyeye işe aldı!,1,0,0,0,0,The president of the CHP has hired his son to the city!
tur_79d1456ba9911417f2619dc87fdda96c,@USER Yanlış Bilgi.önümüzdeki hafta kongrede genel başkan yardımcısı yapılacak,0,0,0,0,0,@USER Misinformation. Vice President of Congress will be held next week.
tur_6c8b28e919068c0c4724bd93148adfd6,Cumhurbaşkanı Er*** : Eğitim için Batı'ya gidenler ajan oluyor. -Burak Er***: Londra Ekonomi -Esra Er***: Indiana Üniversitesi -Bilal Er***: Harvard Üniversitesi -Sümeyye Er***: Indiana Üniversitesi -Torunu Ömer : AMERİCAN MONTESSORİ SOCİETY #YeniSistem,1,0,0,0,0,President Er*****: Burak Er***: London Economics - Esra Er***: Indiana University - Bilal Private***: Harvard University - Sümeyya Er***: Indiana University - Torunun Omar : AMERICAN MONTESSORI SOCIETY
tur_7f30cd79b49984d0648dd4e717bba7bf,@USER Avukatlığını yaptığın Rusya orada ABD hesabına çalışıyor. Sivil halka yöneklik pis işi kontrat üzerine yapıyor. Gerçi o kadar İslamcı teröristi oraya sokan da ABD ve onun mafya tetikçisi Rusya ve bazılarının kuyrukçusu olduğu İslamcı sahtekarlar. Vah zavallı insanlık.,1,1,1,0,0,"Russia, where you represent @USER, works for the U.S.A., doing the dirty work for the civilian public, even though the US and its mob hit man Russia and some of the Islamist impostors who got all those Islamist terrorists in there."
tur_94c124d6e811e3050dd9f4390a196b89,"Sanatı, müziği, genç yetenekleri ve onların sanat yolculuğunu desteklemekten mutluyuz! Bu haftanın yüzümüzü güldüren #tbt’si İstanbul’da 2 konserle biraraya geldiğimiz Türkiye Gençlik Filarmoni Orkestrası ve",0,0,0,0,0,"We are happy to support art, music, young talent and their journey to art!"
tur_4b3a62ef7b6d43f58c506cb116323c7a,"Ülkemizin en köklü partisi CHP'nin geliştirdiği en büyük ilimiz?<nl><nl>Kriterler:📋<nl>Bira Festivali,🍻<nl>LGBT Yürüyüşleri🏳️‍🌈<nl>ve tabi olmazsa olmaz<nl>ÇÖP YIĞINLARI🤮",1,0,1,1,0,The largest province developed by our country's most radical party CHP?
tur_31882d95753a97f10d3e27bee25daef2,@USER Senin her yerin sert tepki olsa kaç yazar. Çok biliyorsan istifa etmeyecektin.Eğer davanın uğruna istifa ettinse demek ki davana zarar veriyordun. Bizim eski apartman yöneticisine benziyorsun. Adam hala bilanço sunamadı yeni yöneticiyi eleştiriyor.,0,0,0,0,0,"@USER If you had a hard reaction everywhere, you wouldn't quit. If you knew too much, you wouldn't quit. If you quit for the sake of the case, then you're hurting your case. You look like our former building manager. He still couldn't present a balance sheet. He's criticizing the new manager."
tur_272a2e668195d0f97a4880f21e98ff98,@USER @USER Olunmaz saçma bir soru bir müslüman kuran yoluyla gelen hükümlerin birini bile redederse mürted olur her müslümanım diyen şeriatçı olmak zorundadır,0,0,0,0,0,"@USER @USER A ridiculous question has to be a lawmaker who says if he rejects even one of the provisions of a Muslim founder, he's a Muslim."
tur_0e498dd376c0695c202a1a99b2808a00,Barbaros Şansala yine saldırmışlar orta çağ desem değil bunlar daha geride .,1,0,0,1,0,Barbaros Chancella has attacked again. It's not the Middle Ages.
tur_1fe3a7c55cd484401ed524a365e6d2fa,Özellikle şu otoyolu ormanın içinden geçirmek için çok mu aradınız o güzergahı.,0,0,0,0,0,Is that particular highway too much to drive through the woods?
